"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A reusable ontology for primitive and complex HL7 FHIR data types","N. Beredimas; V. Kilintzis; I. Chouvarda; N. Maglaveras","Laboratory of Medical Informatics, Center for Research and Technology Hellas, Thessaloniki, Greece; Laboratory of Medical Informatics, Center for Research and Technology Hellas, Thessaloniki, Greece; Laboratory of Medical Informatics, Center for Research and Technology Hellas, Thessaloniki, Greece; Laboratory of Medical Informatics, Center for Research and Technology Hellas, Thessaloniki, Greece",2015 37th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"5 Nov 2015","2015","","","2547","2550","HL7® FHIR® standard is a new standard aiming to offer more flexible interoperability mechanisms. We present a stand-alone RDF vocabulary as an OWL ontology that defines the primitive and complex data types of the FHIR framework, alongside their validation rules. We address the non-trivial questions of representing FHIR data types as RDF/OWL constructs in a coherent and complete manner. The proposed ontology can be used as a basic framework, where the complexity of a FHIR-based EHR is not required, while still maintaining semantic cohesion with an industrybased standard. It can also be the base for a complete representation of FHIR model as an ontology.","1558-4615","978-1-4244-9271-8","10.1109/EMBC.2015.7318911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7318911","","Resource description framework;Ontologies;OWL;Standards;XML;Vocabulary;Context","Biological Ontologies;Databases, Factual;Electronic Health Records;Humans;Reproducibility of Results;Semantics","14","","16","IEEE","5 Nov 2015","","","IEEE","IEEE Conferences"
"An Architectural Model for Extracting FHIR Resources from CDA Documents","M. Mercorella; M. Ciampi; M. Esposito; A. Esposito; G. De Pietro","Institute of High Performance Computing and Networking, National Research Council of Italy Via Pietro Castellino, Naples, Italy; Institute of High Performance Computing and Networking, National Research Council of Italy Via Pietro Castellino, Naples, Italy; Institute of High Performance Computing and Networking, National Research Council of Italy Via Pietro Castellino, Naples, Italy; Institute of High Performance Computing and Networking, National Research Council of Italy Via Pietro Castellino, Naples, Italy; Inst. of High-Performance Comput. & Networking, Napoli, Campania, IT",2016 12th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS),"24 Apr 2017","2016","","","597","603","In the last decades, many standards, such as HL7 V2 and V3, have been proposed for the encoding of clinical documents with the purpose of ensuring syntactic and semantic interoperability among heterogeneous health information systems. Recently, HL7 has defined the new standard FHIR in response to limitations existing in HL7 V2 and V3. In Italy, CDA 2 is the reference standard for the storage of clinical documents. In order to encourage FHIR widespread getting its benefits, we propose an architectural model able to (i) receive a query about clinical data contained in a CDA document, (ii) identify required information, and (iii) present it as a FHIR resource, on the basis of several CDA to FHIR mapping schemas. We focus on the information extraction from the Italian Patient Summary, a collection of the patient's most significant clinical data. This choice emphasizes the advantages of using FHIR standard due to the possibility of extracting granular information of clinical interest from a full document.","","978-1-5090-5698-9","10.1109/SITIS.2016.99","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7907526","Clinical Documents;Interoperability;FHIR;CDA;Mapping Schemas;Resources Extraction","Standards;Data mining;Clinical diagnosis;Interoperability;Data models;Charge coupled devices","","5","","19","IEEE","24 Apr 2017","","","IEEE","IEEE Conferences"
"A sustainable HL7 FHIR based ontology for PHR data","V. Kilintzis; A. Kosvyra; N. Beredimas; P. Natsiavas; N. Maglaveras; I. Chouvarda","Lab of Computing, Medical and Computing Informatics and Biomedical Imaging Technologies, Aristotle University of Thessaloniki; Lab of Computing, Medical and Computing Informatics and Biomedical Imaging Technologies, Aristotle University of Thessaloniki; Lab of Computing, Medical and Computing Informatics and Biomedical Imaging Technologies, Aristotle University of Thessaloniki; Lab of Computing, Medical and Computing Informatics and Biomedical Imaging Technologies, Aristotle University of Thessaloniki; Lab of Computing, Medical and Computing Informatics and Biomedical Imaging Technologies, Aristotle University of Thessaloniki; Lab of Computing, Medical and Computing Informatics and Biomedical Imaging Technologies, Aristotle University of Thessaloniki",2019 41st Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"7 Oct 2019","2019","","","5700","5703","One of the most widely acknowledged standards in health informatics is HL7 (Health Level 7 International). HL7 FHIR® (Fast Healthcare Interoperability Resources) is a new HL7 standard for exchanging electronic health data. It builds upon previous HL7 data format standards, but also leverages more modern technical concepts and approaches, aiming to be more developer-friendly. We present a developed ontology that, not only represents the domain entities of a personal health record (PHR) focusing on tele-health and integrated care, but also stores the actual data as instances of the defined ontology classes. Inspired and based on HL7 FHIR we defined a methodology for representing FHIR data types and FHIR resources in OWL and we have extended or restricted the resources to match specific domain needs. Additionally, since HL7 FHIR is a developing standard, we present a methodology for maintaining backward compatibility as the ontology is updated to match the latest definition of the standard. All the effort is represented as an OWL-DL ontology that is publicly available for reuse and extension.","1558-4615","978-1-5386-1311-5","10.1109/EMBC.2019.8856415","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8856415","","Ontologies;Standards;OWL;Semantics;Data models;Interoperability;Biomedical imaging","Biological Ontologies;Delivery of Health Care;Electronic Health Records;Health Level Seven;Health Records, Personal;Humans","4","","7","IEEE","7 Oct 2019","","","IEEE","IEEE Conferences"
"Healthcare in the Age of Interoperability: Part 3","M. L. Braunstein",Georgia Institute of Technology,IEEE Pulse,"12 Mar 2019","2019","10","1","26","29","This is the third in a series of articles on the dramatic transformation taking place in health informatics in large part because of the new Health Level 7 (HL7) Fast Healthcare Interoperability Resources (FHIR) standard. The first article provided the background on healthcare, electronic health record systems for physicians, and the challenges they both face along with the interoperability help The introduced potential of to overcome them. second the basics of the FHIR standard and some suggested resources for those who are interested in its further exploration. In this article, we explore SMART on FHIR which has become the default standard FHIR app platform based on its wide adoption. The articles in this series are intended to introduce researchers from other fields to this one and assume no prior knowledge of healthcare or health informatics. They are abstracted from the author's recently published book, Health Informatics on FHIR: How HL7's New API Is Transforming Healthcare (Springer International Publishing: https://www. springer.com/us/book/9783319934136).","2154-2317","","10.1109/MPULS.2018.2885831","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8666102","","Medical services;Informatics;Standards;Medical diagnosis;Medical information systems;Documentation","Electronic Health Records;Health Information Interoperability;Health Level Seven;Humans;Medical Informatics;Software","2","","8","IEEE","12 Mar 2019","","","IEEE","IEEE Magazines"
"FHIR-Driven Advancements in Healthcare Interoperability: Insights from the Retention Project","N. Vasileiou; O. Giannakopoulou; O. Manta; K. Bromis; T. P. Vagenas; I. Kouris; M. Haritou; G. Matsopoulos; D. Koutsouris; M. Roumpi; Y. Goletsis; D. Fotiadis","Biomedical Engineering Laboratory, Institute of Communication and Computer Systems, Athens, Greece; Biomedical Engineering Laboratory, Institute of Communication and Computer Systems, Athens, Greece; Biomedical Engineering Laboratory, Institute of Communication and Computer Systems, Athens, Greece; Biomedical Engineering Laboratory, Institute of Communication and Computer Systems, Athens, Greece; Biomedical Engineering Laboratory, Institute of Communication and Computer Systems, Athens, Greece; Biomedical Engineering Laboratory, Institute of Communication and Computer Systems, Athens, Greece; Biomedical Engineering Laboratory, Institute of Communication and Computer Systems, Athens, Greece; Biomedical Engineering Laboratory, Institute of Communication and Computer Systems, Athens, Greece; Biomedical Engineering Laboratory, Institute of Communication and Computer Systems, Athens, Greece; Biomedical Research Institute FORTH University of Ioannina, Ioannina, Greece; Biomedical Research Institute FORTH University of Ioannina, Ioannina, Greece; Biomedical Research Institute FORTH University of Ioannina, Ioannina, Greece","2024 IEEE International Conference on Engineering, Technology, and Innovation (ICE/ITMC)","18 Dec 2024","2024","","","1","6","Interoperability within healthcare systems is increasingly vital for efficient data exchange and collaboration among entities. FHIR offers a standardised format and RESTful API for exchanging electronic health records, ensuring integrity and heterogeneity while facilitating data exchange. Findings from the RETENTION project are presented, including the development of a comprehensive semantic data model, establishment of a FHIR server, and integration of robust security measures compliant with GDPR principles. Despite FHIR's benefits, challenges such as complexity of implementation and security vulnerabilities persist. The study underscores the commitment to data protection and interoperability in the RETENTION project and suggests future work to enhance FHIR's capabilities in health care delivery. Collaborative efforts are crucial to drive these initiatives and realise FHIR's potential in transforming healthcare.","2693-8855","979-8-3503-6243-5","10.1109/ICE/ITMC61926.2024.10794286","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10794286","FHIR (Fast Health care Interoperability Resources);Semantic Data Model;RESTful API;GDPR Compliance;Healthcare Data Management","Technological innovation;Semantics;Collaboration;Restful API;Medical services;Data models;Security;Servers;Electronic medical records;Interoperability","","","","11","IEEE","18 Dec 2024","","","IEEE","IEEE Conferences"
"HL7 FHIR: An Agile and RESTful approach to healthcare information exchange","D. Bender; K. Sartipi","Department Electrical and Computer Engineering Technology, Mohawk College, Hamilton, ONT, Canada; Department Electrical, Computer and Software Engineering, Institute of Technology, University of Ontario Institute of Technology, Oshawa, ONT, Canada",Proceedings of the 26th IEEE International Symposium on Computer-Based Medical Systems,"10 Oct 2013","2013","","","326","331","This research examines the potential for new Health Level 7 (HL7) standard Fast Healthcare Interoperability Resources (FHIR, pronounced “fire”) standard to help achieve healthcare systems interoperability. HL7 messaging standards are widely implemented by the healthcare industry and have been deployed internationally for decades. HL7 Version 2 (“v2”) health information exchange standards are a popular choice of local hospital communities for the exchange of healthcare information, including electronic medical record information. In development for 15 years, HL7 Version 3 (“v3”) was designed to be the successor to Version 2, addressing Version 2's shortcomings. HL7 v3 has been heavily criticized by the industry for being internally inconsistent even in it's own documentation, too complex and expensive to implement in real world systems and has been accused of contributing towards many failed and stalled systems implementations. HL7 is now experimenting with a new approach to the development of standards with FHIR. This research provides a chronicle of the evolution of the HL7 messaging standards, an introduction to HL7 FHIR and a comparative analysis between HL7 FHIR and previous HL7 messaging standards.","1063-7125","978-1-4799-1053-3","10.1109/CBMS.2013.6627810","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6627810","eHealth;Interoperability;Healthcare;Standards;FHIR;HL7 v3;Agile;RESTful;Informatics","Interoperability;Object oriented modeling;Software;Hospitals;Standards organizations","","307","","18","IEEE","10 Oct 2013","","","IEEE","IEEE Conferences"
"FHIR Ontology Mapper (FOM): Aggregating Structural and Semantic Similarities of Ontologies towards their Alignment to HL7 FHIR","A. Kiourtis; A. Mavrogiorgou; D. Kyriazis","Department of Digital Systems, University of Piraeus, Piraeus, Greece; Department of Digital Systems, University of Piraeus, Piraeus, Greece; Department of Digital Systems, University of Piraeus, Piraeus, Greece","2018 IEEE 20th International Conference on e-Health Networking, Applications and Services (Healthcom)","11 Nov 2018","2018","","","1","7","The healthcare sector faces multiple challenges in implementing, maintaining and upgrading its systems, including technical, security and interoperability difficulties. Ontologies are the key to achieve and improve healthcare interoperability, in the form of a permanent artefact of the specification of each of the medical concepts. However, since different ontologies may have contradicting or overlapping parts, the need for the creation of ontology matching techniques for identifying similarities between them is rising. In the meantime, a large number of ontologies, vocabularies and taxonomies, as well as medical standards are constructed and globally adopted (e.g. HL7 FHIR), without promising the existence of a single global ontology, any time soon. Thus, a substantial overhaul of methodology is required to address the real complexity of health. This can be achieved through the FHIR Ontology Mapper (FOM) technique that is presented in this paper, which aims at constructing healthcare ontologies from any data source, and then identifying both the structural and semantic similarities between the latter and the HL7 FHIR resources ontologies. The final matchings derive from the mean of the latter, aiming at translating healthcare data of any type, into the widely adopted HL7 FHIR standard, thus enabling interoperability and improving the quality of patient care and research.","","978-1-5386-4294-8","10.1109/HealthCom.2018.8531149","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8531149","Healthcare interoperability;ontologies;ontology alignment;HL7 FHIR;syntactic similarity;semantic similarity","Ontologies;Medical services;Interoperability;Standards;Semantics;Organizations;Conferences","","11","","32","IEEE","11 Nov 2018","","","IEEE","IEEE Conferences"
"Formal reliability analysis of a typical FHIR standard based e-Health system using PRISM","U. Pervez; O. Hasan; K. Latif; S. Tahar; A. Gawanmeh; M. S. Hamdi","School of Electrical Engineering and Computer Science, National University of Sciences & Technology, Islamabad, Pakistan; School of Electrical Engineering and Computer Science, National University of Sciences & Technology, Islamabad, Pakistan; School of Electrical Engineering and Computer Science, National University of Sciences & Technology, Islamabad, Pakistan; Department of Electrical and Computer Engineering, Concordia University, Montreal, QC, Canada; Department of Electrical and Computer Engineering, Khalifa University, UAE; Information Systems Department, Ahmed Bin Mohammed Military College, Doha, Qatar","2014 IEEE 16th International Conference on e-Health Networking, Applications and Services (Healthcom)","8 Jan 2015","2014","","","43","48","Fast Health Interoperable Resources (FHIR) is the recently proposed standard from HL7. Its distinguishing features include the user friendly implementation, support of built-in terminologies and for widely-used web standards. Given the safety-critical nature of FHIR, the rigorous analysis of e-health systems using the FHIR is a dire need since they are prone to failures. As a first step towards this direction, we propose to use probabilistic model checking, i.e., a formal probabilistic analysis approach, to assess the reliability of a typical e-health system used in hospitals based on the FHIR standard. In particular, we use the PRISM model checker to analyze the Markov Decision Process (MDP) and Continuous Time Markov Chain (CTMC) models to assess the failure probabilities of the overall system.","","978-1-4799-6644-8","10.1109/HealthCom.2014.7001811","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7001811","","Standards;Medical services;Probabilistic logic;Reliability;Probability;Analytical models;Markov processes","","11","","27","IEEE","8 Jan 2015","","","IEEE","IEEE Conferences"
"Intelligent Mortality Reporting With FHIR","R. A. Hoffman; H. Wu; J. Venugopalan; P. Braun; M. D. Wang","Department of Biomedical Engineering, Georgia Institute of Technology and Emory University, Atlanta, GA, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; Department of Biomedical Engineering, Georgia Institute of Technology and Emory University, Atlanta, GA, USA; Centers for Disease Control and Prevention, Atlanta, GA, USA; Department of Biomedical Engineering, Georgia Institute of Technology and Emory University, Atlanta, GA, USA",IEEE Journal of Biomedical and Health Informatics,"10 Aug 2018","2018","22","5","1583","1588","One pressing need in the area of public health is timely, accurate, and complete reporting of deaths and the diseases or conditions leading up to them. Fast Healthcare Interoperability Resources (FHIR) is a new HL7 interoperability standard for electronic health record, while Sustainable Medical Applications and Reusable Technologies (SMART)-on-FHIR enables third-party app development that can work “out of the box.” This paper demonstrates the feasibility of developing SMART-on-FHIR applications that enables medical professionals to perform timely and accurate death reporting within multiple different USA State jurisdictions. We explored how the information on a standard certificate of death can be mapped to resources defined in the FHIR standard Draft Standard for Trial Use Version 2 and common profiles. We also demonstrated analytics for potentially improving the accuracy and completeness of mortality reporting data.","2168-2208","","10.1109/JBHI.2017.2780891","National Institutes of Health(grant numbers:T32 GM105490); U.S. Department of Health and Human Services Centers for Disease Control and Prevention(grant numbers:HHSD2002015F62550B); NIH National Center for Advancing Translational Sciences(grant numbers:UL1TR000454); National Science Foundation(grant numbers:NSF1651360); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8332475","Biomedical informatics;health information management;public healthcare","Standards;Diseases;Interoperability;History;Servers;Informatics","Health Information Interoperability;Humans;Mortality;Public Health","9","","35","OAPA","6 Apr 2018","","","IEEE","IEEE Journals"
"Data Integration and Interoperability Problems of HL7 FHIR Implementation and Potential Solutions: A Systematic Literature Review","R. Setyawan; A. N. Hidayanto; D. I. Sensuse; Kautsarina; R. R. Suryono; K. Abilowo","Faculty of Computer Science, Universitas Indonesia, Depok, Indonesia; Faculty of Computer Science, Universitas Indonesia, Depok, Indonesia; Faculty of Computer Science, Universitas Indonesia, Depok, Indonesia; Faculty of Computer Science, Universitas Indonesia, Depok, Indonesia; Faculty of Computer Science, Universitas Teknokrat Indonesia, Bandar Lampung, Indonesia; Faculty of Computer Science, Universitas Indonesia, Depok, Indonesia",2021 5th International Conference on Informatics and Computational Sciences (ICICoS),"29 Dec 2021","2021","","","293","298","The trend of using and adopting E-Health is getting higher in the world. Moreover, with the pandemic situation, which causes a need and compulsion by health service providers to be able to transform. The health system is a very complex system and involves many other systems outside the health system. So it will have complex problems in integration and interoperability. On the other hand, Health Level Seven (HL7) fully understands this need and sets a standard to help drive that transformation process. One of the standards whose adoption is very rapidly developing is regarding HL7 Fast Healthcare Interoperability Resources (FHIR) which places a strong emphasis on developments in integration and interoperability issues. Therefore, it is necessary to investigate the problems with the implementation of HL7 FHIR, especially the integration and interoperability parts. This research aims to identify integration and interoperability problems of HL7 FHIR implementation and provide technical solutions and non-technical solutions to these problems. When a Systematic Literature Review (SLR) is carried out using the Science Direct, IEEE, and SCOPUS databases. This research has succeeded in identifying integration and interoperability problems of HL7 FHIR implementation and presented potential alternative solutions.","2767-7087","978-1-6654-3807-0","10.1109/ICICoS53627.2021.9651762","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9651762","E-Health;HL7;FHIR;integration;interoperability","Systematics;Pandemics;Databases;Bibliographies;Transforms;Medical services;Market research","","6","","47","IEEE","29 Dec 2021","","","IEEE","IEEE Conferences"
"Point-of-care medical devices and systems interoperability: A mapping of ICE and FHIR","B. Andersen; M. Kasparick; H. Ulrich; S. Schlichting; F. Golatowski; D. Timmermann; J. Ingenerf","Institute of Medical Informatics, University of Lubeck, Lubeck, Germany; Institute of Applied Microelectronics and Computer Engineering, University of Rostock, Rostock, Germany; Universitat zu Lubeck, Lubeck, Schleswig-Holstein, DE; Center of Competence System Solutions, System Architecture of Dragerwerk AG & Co. KGaA, Lubeck, Germany; Institute of Applied Microelectronics and Computer Engineering, University of Rostock, Rostock, Germany; Institute of Applied Microelectronics and Computer Engineering, University of Rostock, Rostock, Germany; Institute of Medical Informatics, University of Lubeck, Lubeck, Germany",2016 IEEE Conference on Standards for Communications and Networking (CSCN),"19 Dec 2016","2016","","","1","5","Medical devices at the point-of-care can be interconnected through standardised communication protocols to build an Integrated Clinical Environment (ICE), but in order to interoperate with clinical information systems, different data exchange standards need to be conformed to. The emerging HL7 Fast Healthcare Interoperability Resources (FHIR) framework appeals to developers and clinicians alike and is a promising candidate to modernise this domain. Novel IEEE 11073 standard proposals that specify a service-oriented architecture of networked medical devices are one example for an ICE architecture. They are based on expressing a device's capabilities and state in a machine-readable way in order to be safely accessed and manipulated by other participants in the networked device system. In this work, the domain information and service model of this ICE architecture was mapped to FHIR resources that were constrained and extended to support the modelling of this device architecture. Through the definition of a FHIR profile, the data structures were aligned, effectively allowing for the transformation of medical device observation data from ICE to FHIR representation without the need for any proprietary interface. The implementation of this transformation, e. g. as a gateway, bridges the structural interoperability gap between two contemporary communication architectures for medical devices and clinical information systems and thus lays the foundation for semantic interoperability that can be achieved through the combined use with controlled vocabularies. The consequent availability of device data enables secondary usage such as large-scale data analytics. Future sub-profiles for specific device types further simplify the transformation.","","978-1-5090-3862-6","10.1109/CSCN.2016.7785165","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7785165","","Standards;Interoperability;Measurement;Ice;Service-oriented architecture;Data models;Biomedical imaging","","6","","8","IEEE","19 Dec 2016","","","IEEE","IEEE Conferences"
