"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link"
"Seroussi B.; Prebet C.; Ngo C.; Teixeira L.; Guézennec G.; Bouaud J.","Seroussi, Brigitte (6701644164); Prebet, Coralie (57204204156); Ngo, Charlotte (56970809100); Teixeira, Luis (25029310200); Guézennec, Gilles (57201948218); Bouaud, Jacques (55905910200)","6701644164; 57204204156; 56970809100; 25029310200; 57201948218; 55905910200","Using the recommendations inferred by a decision support system to compare breast cancer clinical practice guidelines","2019","10.3233/978-1-61499-959-1-60","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064209638&doi=10.3233%2f978-1-61499-959-1-60&partnerID=40&md5=afc9bfd0b2679f661ab38a7ee6a2a604"
"Rajkomar A.; Oren E.; Chen K.; Dai A.M.; Hajaj N.; Hardt M.; Liu P.J.; Liu X.; Marcus J.; Sun M.; Sundberg P.; Yee H.; Zhang K.; Zhang Y.; Flores G.; Duggan G.E.; Irvine J.; Le Q.; Litsch K.; Mossin A.; Tansuwan J.; Wang D.; Wexler J.; Wilson J.; Ludwig D.; Volchenboum S.L.; Chou K.; Pearson M.; Madabushi S.; Shah N.H.; Butte A.J.; Howell M.D.; Cui C.; Corrado G.S.; Dean J.","Rajkomar, Alvin (57034062800); Oren, Eyal (57219643500); Chen, Kai (57212866314); Dai, Andrew M. (40761286900); Hajaj, Nissan (57219638676); Hardt, Michaela (57205135174); Liu, Peter J. (57200337917); Liu, Xiaobing (57191755070); Marcus, Jake (56715021900); Sun, Mimi (57221323035); Sundberg, Patrik (57219647876); Yee, Hector (55928915200); Zhang, Kun (57216636087); Zhang, Yi (57221364610); Flores, Gerardo (57216181624); Duggan, Gavin E. (57517619600); Irvine, Jamie (57219644254); Le, Quoc (12140898300); Litsch, Kurt (57219644162); Mossin, Alexander (57219643481); Tansuwan, Justin (57204218169); Wang, De (57219647243); Wexler, James (57195548331); Wilson, Jimbo (57198215772); Ludwig, Dana (57193819082); Volchenboum, Samuel L. (6506930602); Chou, Katherine (57205362363); Pearson, Michael (57219641744); Madabushi, Srinivasan (57219648107); Shah, Nigam H. (7401823709); Butte, Atul J. (7003333396); Howell, Michael D. (15022396200); Cui, Claire (57205360570); Corrado, Greg S. (7006502115); Dean, Jeffrey (16427311000)","57034062800; 57219643500; 57212866314; 40761286900; 57219638676; 57205135174; 57200337917; 57191755070; 56715021900; 57221323035; 57219647876; 55928915200; 57216636087; 57221364610; 57216181624; 57517619600; 57219644254; 12140898300; 57219644162; 57219643481; 57204218169; 57219647243; 57195548331; 57198215772; 57193819082; 6506930602; 57205362363; 57219641744; 57219648107; 7401823709; 7003333396; 15022396200; 57205360570; 7006502115; 16427311000","Scalable and accurate deep learning with electronic health records","2018","10.1038/s41746-018-0029-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127431078&doi=10.1038%2fs41746-018-0029-1&partnerID=40&md5=6063b3e23a2b3356d2e0e41b80688e2a"
"Hussain M.A.; Langer S.G.; Kohli M.","Hussain, Mohannad A. (57195055929); Langer, Steve G. (7202164685); Kohli, Marc (24338219900)","57195055929; 7202164685; 24338219900","Learning HL7 FHIR Using the HAPI FHIR Server and Its Use in Medical Imaging with the SIIM Dataset","2018","10.1007/s10278-018-0090-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046468288&doi=10.1007%2fs10278-018-0090-y&partnerID=40&md5=fc8761045d4529db00292600913bac23"
"Martins A.I.; Caravau H.; Rosa A.F.; Queirós A.; Rocha N.P.","Martins, Ana Isabel (35795777500); Caravau, Hilma (56764617000); Rosa, Ana Filipa (55480540900); Queirós, Alexandra (36138864700); Rocha, Nelson Pacheco (57200143400)","35795777500; 56764617000; 55480540900; 36138864700; 57200143400","Applications to Help Local Authorities to Support Community-Dwelling Older Adults","2019","10.1007/978-3-030-11890-7_68","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061388250&doi=10.1007%2f978-3-030-11890-7_68&partnerID=40&md5=fa41c1093274c90465d5be619d88e0da"
"Rosaa M.; Fariab C.; Barbosac A.M.; Martinsa A.I.; Almeidaa A.F.; Rocha N.P.","Rosaa, Marco (57214778173); Fariab, Cristiano (57214777616); Barbosac, Ana Madalena (57214777872); Martinsa, Ana Isabel (57214778204); Almeidaa, Ana Filipa (57214779596); Rocha, Nelson Pacheco (57200143400)","57214778173; 57214777616; 57214777872; 57214778204; 57214779596; 57200143400","A platform of services to support community-dwelling older adults integrating fhir and complex security mechanisms","2019","10.1016/j.procs.2019.11.085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079097752&doi=10.1016%2fj.procs.2019.11.085&partnerID=40&md5=87f554274dbd02666bdddd9ffd8dc719"
"Rupasinghe T.; Burstein F.; Rudolph C.; Strange S.","Rupasinghe, Tharuka (57210633008); Burstein, Frada (7005835913); Rudolph, Carsten (36696969600); Strange, Steven (57205724369)","57210633008; 7005835913; 36696969600; 57205724369","Towards a Blockchain based Fall Prediction Model for Aged Care","2019","10.1145/3290688.3290736","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061270592&doi=10.1145%2f3290688.3290736&partnerID=40&md5=709b3f9c9f2a057c53474d6d8a88b37a"
"Williams M.S.; Kern M.S.; Lerch V.R.; Billet J.; Williams J.L.; Moore G.J.","Williams, Marc S. (57216088625); Kern, Melissa S. (56581253100); Lerch, Virginia R. (36125166300); Billet, Jonathan (56567833600); Williams, Janet L. (55499914100); Moore, Gregory J. (57202280854)","57216088625; 56581253100; 36125166300; 56567833600; 55499914100; 57202280854","Implementation of a patient-facing genomic test report in the electronic health record using a web-application interface","2018","10.1186/s12911-018-0614-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047767465&doi=10.1186%2fs12911-018-0614-x&partnerID=40&md5=a0929b58b08a0ad4c4e874c8ca702cc6"
"Kiourtis A.; Mavrogiorgou A.; Menychtas A.; Maglogiannis I.; Kyriazis D.","Kiourtis, Athanasios (57190855747); Mavrogiorgou, Argyro (57190857284); Menychtas, Andreas (16302024600); Maglogiannis, Ilias (6602908534); Kyriazis, Dimosthenis (16301182100)","57190855747; 57190857284; 16302024600; 6602908534; 16301182100","Structurally Mapping Healthcare Data to HL7 FHIR through Ontology Alignment","2019","10.1007/s10916-019-1183-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061140994&doi=10.1007%2fs10916-019-1183-y&partnerID=40&md5=07eed38a969efce551413ccbe6b9f5c2"
"Soni S.; Gudala M.; Wang D.Z.; Roberts K.","Soni, Sarvesh (57215134314); Gudala, Meghana (57216520817); Wang, Daisy Zhe (24559372400); Roberts, Kirk (36551508300)","57215134314; 57216520817; 24559372400; 36551508300","Using FHIR to Construct a Corpus of Clinical Questions Annotated with Logical Forms and Answers","2019","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083755188&partnerID=40&md5=590ba9a9fe735121d921af588bcd3ec6"
"Urbauer P.; David V.; Frohner M.; Sauermann S.","Urbauer, Philipp (36648143800); David, Veronika (55907047600); Frohner, Matthias (35573293800); Sauermann, Stefan (6602179283)","36648143800; 55907047600; 35573293800; 6602179283","Wearable activity trackers supporting elderly living independently: A standards based approach for data integration to health information systems","2018","10.1145/3218585.3218679","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061349355&doi=10.1145%2f3218585.3218679&partnerID=40&md5=0d8960cab25404c4c38c4fad3b62e65e"
"Rabbi F.; Lamo Y.","Rabbi, Fazle (57062726300); Lamo, Yngve (8386055000)","57062726300; 8386055000","Development of an E-mental health infrastructure for supporting interoperability and data analysis","2018","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063448056&partnerID=40&md5=d23a5b11adb2fa3ac6f2e8aee1da813b"
"Park H.-S.; Kim H.-Y.; Kim H.-S.","Park, Hyun-Sang (59109230300); Kim, Hyun-Young (57203302785); Kim, Hwa-Sun (59051209800)","59109230300; 57203302785; 59051209800","Development of standard protocol-based healthcare services for optimized health management","2018","10.5370/KIEE.2018.67.7.969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051175655&doi=10.5370%2fKIEE.2018.67.7.969&partnerID=40&md5=ede6316ad17d8d59f7d47c9ea21c3ea7"
"Saripalle R.K.","Saripalle, Rishi Kanth (36618198500)","36618198500","Fast health interoperability resources (FHIR): Current status in the healthcare system","2019","10.4018/IJEHMC.2019010105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054337288&doi=10.4018%2fIJEHMC.2019010105&partnerID=40&md5=9e8e556dbf67111083ddfbc08b18a2ea"
"Zhang P.; White J.; Schmidt D.C.; Lenz G.; Rosenbloom S.T.","Zhang, Peng (56739586000); White, Jules (55492761300); Schmidt, Douglas C. (57203331566); Lenz, Gunther (57213768677); Rosenbloom, S. Trent (7003853908)","56739586000; 55492761300; 57203331566; 57213768677; 7003853908","FHIRChain: Applying Blockchain to Securely and Scalably Share Clinical Data","2018","10.1016/j.csbj.2018.07.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050865821&doi=10.1016%2fj.csbj.2018.07.004&partnerID=40&md5=23c8a0cc91d5f5bd61537f95277ce8f3"
"Mandel J.C.; Kreda D.A.; Mandl K.D.; Kohane I.S.; Ramoni R.B.","Mandel, Joshua C. (55340002200); Kreda, David A. (26424682800); Mandl, Kenneth D. (7003721828); Kohane, Isaac S. (35264289500); Ramoni, Rachel B. (57219896715)","55340002200; 26424682800; 7003721828; 35264289500; 57219896715","SMART on FHIR: A standards-based, interoperable apps platform for electronic health records","2016","10.1093/jamia/ocv189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995784013&doi=10.1093%2fjamia%2focv189&partnerID=40&md5=8867a2f2bd12f068a09e82c8a47ae4ad"
"Baihan M.S.; Demurjian S.A.","Baihan, Mohammed S. (56705584800); Demurjian, Steven A. (6603876241)","56705584800; 6603876241","An access control framework for secure and interoperable cloud computing applied to the healthcare domain","2017","10.1007/978-981-10-5026-8_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043513116&doi=10.1007%2f978-981-10-5026-8_16&partnerID=40&md5=95d096b23159b358a88ed36a5712d72d"
"Kim D.-Y.; Hwang S.-H.; Kim M.-G.; Song J.-H.; Lee S.-W.; Kim I.K.","Kim, Dae-Young (57200261198); Hwang, Sun-Ho (57200254347); Kim, Min-Gyu (57201126946); Song, Joon-Hyun (55501012800); Lee, Sin-Woong (57200261228); Kim, Il Kon (14919454400)","57200261198; 57200254347; 57201126946; 55501012800; 57200261228; 14919454400","Development of Parkinson patient generated data collection platform using FHIR and IoT devices","2017","10.3233/978-1-61499-830-3-141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040518419&doi=10.3233%2f978-1-61499-830-3-141&partnerID=40&md5=099e2308ab712d20d6cddaa88259f6c9"
"Helm E.; Franz B.; Schuler A.; Krauss O.; Küng J.","Helm, Emmanuel (54791996100); Franz, Barbara (7005587283); Schuler, Andreas (7005367290); Krauss, Oliver (56734297000); Küng, Josef (7006389016)","54791996100; 7005587283; 7005367290; 56734297000; 7006389016","Towards standards based health data extraction facilitating process mining","2017","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035093931&partnerID=40&md5=136f59e5fc0a947598e2e37e59f29942"
"Hoffman R.A.; Wu H.; Venugopalan J.; Braun P.; Wang M.D.","Hoffman, Ryan A. (56457297700); Wu, Hang (57037188100); Venugopalan, Janani (55516512200); Braun, Paula (57194029436); Wang, May D. (10739831700)","56457297700; 57037188100; 55516512200; 57194029436; 10739831700","Intelligent mortality reporting with FHIR","2017","10.1109/BHI.2017.7897235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018442805&doi=10.1109%2fBHI.2017.7897235&partnerID=40&md5=2ba482124cdfc32b5a45e0ef163fd77c"
"Chute C.G.; Huff S.M.","Chute, Christopher G. (7006581202); Huff, Stanley M. (7005508146)","7006581202; 7005508146","The pluripotent rendering of clinical data for precision medicine","2017","10.3233/978-1-61499-830-3-337","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040510775&doi=10.3233%2f978-1-61499-830-3-337&partnerID=40&md5=0787ca4e6d57bebf746833fa2514ca3c"
"Sousa M.; Arieira L.; Rocha N.P.; Martins A.I.; Queirós A.; Duarte F.; Damasceno A.","Sousa, Manuel (55480937800); Arieira, Luísa (57201582666); Rocha, Nelson P. (57200143400); Martins, Ana Isabel (35795777500); Queirós, Alexandra (36138864700); Duarte, Filipa (57201578704); Damasceno, António (57201580736)","55480937800; 57201582666; 57200143400; 35795777500; 36138864700; 57201578704; 57201580736","Information model and functional requirements of applications to help local authorities to support community-dwelling older adults","2018","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060275667&partnerID=40&md5=1ea2ba1b0addf1d1d593e740d64ee922"
"Bergquist T.; Buie R.W.; Li K.; Brandt P.","Bergquist, Timothy (57194517780); Buie, Ronald W. (57204352115); Li, Kevin (57205138794); Brandt, Pascal (57216536510)","57194517780; 57204352115; 57205138794; 57216536510","Heart on FHIR: Integrating Patient Generated Data into Clinical Care to Reduce 30 Day Heart Failure Readmissions (Extended Abstract)","2017","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058758699&partnerID=40&md5=1936cb5de43b330b846e205f52fe6b7a"
"Cabezas A.C.; Patrón J.J.S.","Cabezas, Albeiro Cortés (57221267208); Patrón, José de Jesús Salgado (59568322500)","57221267208; 59568322500","A system to optimize glucose tests in the hospitals of Huila department in Colombia","2017","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026727533&partnerID=40&md5=fcc430c0a237e158c3a7ef13096de7b2"
"Mercorella M.; Ciampi M.; Esposito M.; Esposito A.; Pietro G.D.","Mercorella, Maria (57194218127); Ciampi, Mario (23396134400); Esposito, Massimo (25926920500); Esposito, Angelo (56991492900); Pietro, Giuseppe De (6508247659)","57194218127; 23396134400; 25926920500; 56991492900; 6508247659","An Architectural Model for Extracting FHIR Resources from CDA Documents","2017","10.1109/SITIS.2016.99","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019214011&doi=10.1109%2fSITIS.2016.99&partnerID=40&md5=f71ddc37f854a49fda8e01fab520ef57"
"Wagholikar K.B.; Mandel J.C.; Klann J.G.; Wattanasin N.; Mendis M.; Chute C.G.; Mandl K.D.; Murphy S.N.","Wagholikar, Kavishwar B. (35786418500); Mandel, Joshua C. (55340002200); Klann, Jeffery G. (25929304800); Wattanasin, Nich (25646907100); Mendis, Michael (22035413400); Chute, Christopher G. (7006581202); Mandl, Kenneth D. (7003721828); Murphy, Shawn N. (7402778470)","35786418500; 55340002200; 25929304800; 25646907100; 22035413400; 7006581202; 7003721828; 7402778470","SMART-on-FHIR implemented over i2b2","2017","10.1093/jamia/ocw079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027417363&doi=10.1093%2fjamia%2focw079&partnerID=40&md5=edded6fd6453aae0ccc4dcb38d6fbc06"
"Andersen B.; Kasparick M.; Ulrich H.; Schlichting S.; Golatowski F.; Timmermann D.; Ingenerf J.","Andersen, Björn (56347862100); Kasparick, Martin (57193642118); Ulrich, Hannes (56347799300); Schlichting, Stefan (57062731300); Golatowski, Frank (9333089400); Timmermann, Dirk (7003345785); Ingenerf, Josef (6603276740)","56347862100; 57193642118; 56347799300; 57062731300; 9333089400; 7003345785; 6603276740","Point-of-care medical devices and systems interoperability: A mapping of ICE and FHIR","2016","10.1109/CSCN.2016.7785165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010301234&doi=10.1109%2fCSCN.2016.7785165&partnerID=40&md5=f05904b869f552f932f13b32bd641c7b"
"Walinjkar A.; Woods J.","Walinjkar, Amit (57191574696); Woods, John (7402318258)","57191574696; 7402318258","Personalized wearable systems for real-Time ECG classification and healthcare interoperability: Real-Time ECG classification and FHIR interoperability","2017","10.1109/ITECHA.2017.8101902","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041734851&doi=10.1109%2fITECHA.2017.8101902&partnerID=40&md5=84903bf5501b0949e5a5b0a61ef2eab7"
"Kopanitsa G.; Ivanov A.","Kopanitsa, Georgy (55326019500); Ivanov, Alexandr (57201944123)","55326019500; 57201944123","Implementation of fast healthcare interoperability resources for an integration of laboratory and hospital information systems","2018","10.3233/978-1-61499-852-5-11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046551109&doi=10.3233%2f978-1-61499-852-5-11&partnerID=40&md5=fe312888c29fcc54033403f6133214bb"
"Ulrich H.; Kock A.-K.; Duhm-Harbeck P.; Habermann J.K.; Ingenerf J.","Ulrich, Hannes (56347799300); Kock, Ann-Kristin (57194129811); Duhm-Harbeck, Petra (57194134090); Habermann, Jens K. (7004162394); Ingenerf, Josef (6603276740)","56347799300; 57194129811; 57194134090; 7004162394; 6603276740","Metadata repository for improved data sharing and reuse based on HL7 FHIR","2017","10.3233/978-1-61499-678-1-162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020374693&doi=10.3233%2f978-1-61499-678-1-162&partnerID=40&md5=e1099269953a18b4fa53b9ec5d94134b"
"Li W.; Park J.","Li, Wei (57195352927); Park, JongTae (8321839700)","57195352927; 8321839700","Design and implementation of integration architecture of ISO 11073 DIM with FHIR resources using CoAP","2017","10.1109/INFOC.2017.8001674","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030265456&doi=10.1109%2fINFOC.2017.8001674&partnerID=40&md5=64463e19b0154b9097062f8b92e391bb"
"Doods J.; Neuhaus P.; Dugas M.","Doods, Justin (56002382300); Neuhaus, Philipp (36647674700); Dugas, Martin (55550317000)","56002382300; 36647674700; 55550317000","Converting ODM metadata to FHIR questionnaire resources","2017","10.3233/978-1-61499-678-1-456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019099166&doi=10.3233%2f978-1-61499-678-1-456&partnerID=40&md5=b7a4dc2e8815cd46661e41e593702b98"
"Schweitzer M.; Huber L.; Gorfer T.; Hörbst A.","Schweitzer, Marco (56303760900); Huber, Lukas (57202856442); Gorfer, Thilo (57194489851); Hörbst, Alexander (57202334183)","56303760900; 57202856442; 57194489851; 57202334183","An Approach for Dynamic Vital Parameter Monitoring-Prototype Development","2018","10.3233/978-1-61499-880-8-47","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049553353&doi=10.3233%2f978-1-61499-880-8-47&partnerID=40&md5=fa1fc9c5d7c23dc4fbafbcd311374542"
"Phillips M.; Halasz L.","Phillips, Mark (7402769478); Halasz, Lia (24337700800)","7402769478; 24337700800","Radiation Oncology Needs to Adopt a Comprehensive Standard for Data Transfer: The Case for HL7 FHIR","2017","10.1016/j.ijrobp.2017.08.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034964412&doi=10.1016%2fj.ijrobp.2017.08.007&partnerID=40&md5=59101c3d350d0af0615b5f931d064578"
"Clotet R.; Hernandez E.; Huerta M.; Rivas D.","Clotet, R. (39861065400); Hernandez, E. (8963079100); Huerta, M. (8845369100); Rivas, D. (57200511539)","39861065400; 8963079100; 8845369100; 57200511539","Differentiated synchronization plus FHIR a solution for EMR's Ecosystem","2017","10.1109/ICCDCS.2017.7959716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025837818&doi=10.1109%2fICCDCS.2017.7959716&partnerID=40&md5=8549ff3de128bc1b5f0ac144160ab72c"
"Milosevic Z.; Bond A.","Milosevic, Zoran (56370870500); Bond, Andy (57198259975)","56370870500; 57198259975","Services, Processes and Policies for Digital Health: FHIR® Case Study","2016","10.1109/EDOCW.2016.7584387","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992646543&doi=10.1109%2fEDOCW.2016.7584387&partnerID=40&md5=fcf8a0897b81ba6efc0e4fa0499b67da"
"Borisov V.; Minin A.; Basko V.; Syskov A.","Borisov, Vasilii (55352323900); Minin, Alexey (57200511697); Basko, Vera (57206905376); Syskov, Alexey (55352354500)","55352323900; 57200511697; 57206905376; 55352354500","FHIR Data Model for Intelligent Multimodal Interface","2018","10.1109/TELFOR.2018.8611918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062061665&doi=10.1109%2fTELFOR.2018.8611918&partnerID=40&md5=5414d45b4f7259e3443be8252feb61e4"
"Warner J.L.; Rioth M.J.; Mandl K.D.; Mandel J.C.; Kreda D.A.; Kohane I.S.; Carbone D.; Oreto R.; Wang L.; Zhu S.; Yao H.; Alterovitz G.","Warner, Jeremy L. (26028490100); Rioth, Matthew J. (15058120100); Mandl, Kenneth D. (7003721828); Mandel, Joshua C. (55340002200); Kreda, David A. (26424682800); Kohane, Isaac S. (35264289500); Carbone, Daniel (57196556302); Oreto, Ross (57190573655); Wang, Lucy (57190570586); Zhu, Shilin (57220918581); Yao, Heming (56966019500); Alterovitz, Gil (6505925601)","26028490100; 15058120100; 7003721828; 55340002200; 26424682800; 35264289500; 57196556302; 57190573655; 57190570586; 57220918581; 56966019500; 6505925601","SMART precision cancer medicine: A FHIR-based app to provide genomic information at the point of care","2016","10.1093/jamia/ocw015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981274175&doi=10.1093%2fjamia%2focw015&partnerID=40&md5=d3fb872a3f3330d8c64a8e6a5930c1ab"
"Cabezas A.C.; Rojas Y.C.","Cabezas, Albeiro Cortés (57221267208); Rojas, Yamil Cerquera (57197853157)","57221267208; 57197853157","Urine amino-acid tests: An information system for registration and consultation","2018","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041187197&partnerID=40&md5=01e283122c17f0d014b2623adc40b5a8"
"Ismail S.; Alshmari M.; Qamar U.; Butt W.H.; Latif K.; Ahmad H.F.","Ismail, Saadia (57193140113); Alshmari, Majed (24765959300); Qamar, Usman (55746281400); Butt, Wasi Haider (26665905200); Latif, Khalid (6603419514); Ahmad, Hafiz Farooq (55776667100)","57193140113; 24765959300; 55746281400; 26665905200; 6603419514; 55776667100","HL7 FHIR Compliant Data Access Model for Maternal Health Information System","2016","10.1109/BIBE.2016.9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011096739&doi=10.1109%2fBIBE.2016.9&partnerID=40&md5=015c242504dbcaf2a93ea94f2e8749a7"
"Aliakbarpoor Y.; Comai S.; Pozzi G.","Aliakbarpoor, Yasaman (57197802124); Comai, Sara (6602944532); Pozzi, Giuseppe (7101651152)","57197802124; 6602944532; 7101651152","Designing a HL7 compatible personal health record for mobile devices","2017","10.1109/RTSI.2017.8065881","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034814039&doi=10.1109%2fRTSI.2017.8065881&partnerID=40&md5=d30c1a76ff44496f28c331926ef0a682"
"Mangesius P.; Saboor S.; Healy T.; Schabetsberger T.","Mangesius, Patrick (56202142900); Saboor, Samrend (22935396700); Healy, Thomas (57200254957); Schabetsberger, Thomas (12752125300)","56202142900; 22935396700; 57200254957; 12752125300","Dynamic creation of patient summaries: A CDA and IHE XDS based approach for regional EHRs","2017","10.3233/978-1-61499-830-3-170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040528054&doi=10.3233%2f978-1-61499-830-3-170&partnerID=40&md5=22739c12e805adb382b9a08a377bd57f"
"Janki Z.R.; Szabo Z.; Bilicki V.; Fidrich M.","Janki, Zoltan Richard (57202285139); Szabo, Zoltan (58829305800); Bilicki, Vilmos (6503856058); Fidrich, Marta (6602794380)","57202285139; 58829305800; 6503856058; 6602794380","Authorization solution for full stack FHIR HAPI access","2017","10.1109/NC.2017.8263266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047759233&doi=10.1109%2fNC.2017.8263266&partnerID=40&md5=c8c6cdf533b7d1873dbba9c63ecf3fdd"
"Sharma M.; Aggarwal H.","Sharma, Meenakshi (57200117751); Aggarwal, Himanshu (7003719927)","57200117751; 7003719927","Mobile based application for prediction of diabetes mellitus: FHIR Standard","2018","10.14419/ijet.v7i2.6.10134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044037000&doi=10.14419%2fijet.v7i2.6.10134&partnerID=40&md5=9357c90d1b6bff591afe51a1f01bf554"
"Hong N.; Wang K.; Yao L.; Jiang G.","Hong, Na (56982540500); Wang, Kui (57196236322); Yao, Lixia (53868570800); Jiang, Guoqian (55486706700)","56982540500; 57196236322; 53868570800; 55486706700","Visual FHIR: An Interactive Browser to Navigate HL7 FHIR Specification","2017","10.1109/ICHI.2017.54","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032342670&doi=10.1109%2fICHI.2017.54&partnerID=40&md5=f1351bdfc389b7571df9228aef4a9cf8"
"Jiang G.; Kiefer R.; Prud'hommeaux E.; Solbrig H.R.","Jiang, Guoqian (55486706700); Kiefer, Richard (55050079800); Prud'hommeaux, Eric (55978154500); Solbrig, Harold R. (36945944400)","55486706700; 55050079800; 55978154500; 36945944400","Building interoperable FHIR-based vocabulary mapping services: A case study of OHDSI vocabularies and mappings","2017","10.3233/978-1-61499-830-3-1327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040512293&doi=10.3233%2f978-1-61499-830-3-1327&partnerID=40&md5=6542669d8789d585ff894dc6d4349cba"
"Kiourtis A.; Mavrogiorgou A.; Kyriazis D.","Kiourtis, Athanasios (57190855747); Mavrogiorgou, Argyro (57190857284); Kyriazis, Dimosthenis (16301182100)","57190855747; 57190857284; 16301182100","Matching Ontologies to HL7 FHIR Towards Their Syntactic and Semantic Similarity","2018","10.3233/978-1-61499-880-8-51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049584848&doi=10.3233%2f978-1-61499-880-8-51&partnerID=40&md5=7fc1212609875f52ccf909979bf544b8"
"Schwartze J.; Schrom H.; Wolf K.-H.; Marschollek M.","Schwartze, Jonas (56001624600); Schrom, Harald (6507759761); Wolf, Klaus-Hendrik (34977939900); Marschollek, Michael (22734965900)","56001624600; 6507759761; 34977939900; 22734965900","Facilitating inter-domain synergies in ambient assisted living environments","2017","10.3233/978-1-61499-678-1-476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021308989&doi=10.3233%2f978-1-61499-678-1-476&partnerID=40&md5=844ffaade64ac9d7c067d0eea96b5f38"
"Shoumik F.S.; Talukder M.I.M.M.; Jami A.I.; Protik N.W.; Hoque M.M.","Shoumik, Fahim Shariar (57203057860); Talukder, Md. Ibna Masum Millat (57203065645); Jami, Ahmed Imtiaz (57203066646); Protik, Neeaz Wahed (57203063867); Hoque, Md. Moinul (56516229400)","57203057860; 57203065645; 57203066646; 57203063867; 56516229400","Scalable micro-service based approach to FHIR server with golang and No-SQL","2017","10.1109/ICCITECHN.2017.8281846","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050405197&doi=10.1109%2fICCITECHN.2017.8281846&partnerID=40&md5=31420f2be462e017ca4afa01b3736600"
"Vreeland A.; Persons K.R.; Primo H.R.; Bishop M.; Garriott K.M.; Doyle M.K.; Silver E.; Brown D.M.; Bashall C.","Vreeland, Amy (57189999647); Persons, Kenneth R. (7003842845); Primo, Henri (Rik) (6508312068); Bishop, Matthew (57190009596); Garriott, Kimberley M. (57190001211); Doyle, Matthew K. (57190006948); Silver, Elliott (57190005963); Brown, Danielle M. (57190007158); Bashall, Chris (57189999870)","57189999647; 7003842845; 6508312068; 57190009596; 57190001211; 57190006948; 57190005963; 57190007158; 57189999870","Considerations for Exchanging and Sharing Medical Images for Improved Collaboration and Patient Care: HIMSS-SIIM Collaborative White Paper","2016","10.1007/s10278-016-9885-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976382159&doi=10.1007%2fs10278-016-9885-x&partnerID=40&md5=033b31f8577095ccd991cf330abc8f6f"
