PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"39406373","Enhancing Referrals to the Supplemental Nutrition Assistance Program through Clinical Integration of a Standards-Based Decision Support System","Oliveira E, Hautala M, Henry J, Lakshminarayanan V, Abrol V, Granado L, Shah S, Khurshid A.","Appl Clin Inform. 2025 Jan;16(1):167-176. doi: 10.1055/a-2441-5941. Epub 2024 Oct 15.","Oliveira E","Appl Clin Inform","2025","2024/10/15","PMC11839245","","10.1055/a-2441-5941"
"33785475","Introduction to The Spine Journal special issue on artificial intelligence and machine learning","Karhade AV, Schwab JH.","Spine J. 2021 Oct;21(10):1601-1603. doi: 10.1016/j.spinee.2021.03.028. Epub 2021 Mar 27.","Karhade AV","Spine J","2021","2021/03/31","","","10.1016/j.spinee.2021.03.028"
"32570524","eSource-Enabled vs. Traditional Clinical Trial Data Collection Methods: A Site-Level Economic Analysis","Eisenstein EL, Garza MY, Rocca M, Gordon GS, Zozus M.","Stud Health Technol Inform. 2020 Jun 16;270:961-965. doi: 10.3233/SHTI200304.","Eisenstein EL","Stud Health Technol Inform","2020","2020/06/24","","","10.3233/SHTI200304"
"31438019","Implementation of Clinical Decision Support Services to Detect Potential Drug-Drug Interaction Using Clinical Quality Language","Nguyen BP, Reese T, Decker S, Malone D, Boyce RD, Beyan O.","Stud Health Technol Inform. 2019 Aug 21;264:724-728. doi: 10.3233/SHTI190318.","Nguyen BP","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190318"
"31431599","Application Programming Interfaces (APIs) in Health Care: Findings from a Current-State Assessment","Dullabh P, Hovey L, Heaney-Huls K, Rajendran N, Wright A, Sittig DF.","Stud Health Technol Inform. 2019 Aug 9;265:201-206. doi: 10.3233/SHTI190164.","Dullabh P","Stud Health Technol Inform","2019","2019/08/22","","","10.3233/SHTI190164"
"37490312","Interoperable, Domain-Specific Extensions for the German Corona Consensus (GECCO) COVID-19 Research Data Set Using an Interdisciplinary, Consensus-Based Workflow: Data Set Development Study","Lichtner G, Haese T, Brose S, Röhrig L, Lysyakova L, Rudolph S, Uebe M, Sass J, Bartschke A, Hillus D, Kurth F, Sander LE, Eckart F, Toepfner N, Berner R, Frey A, Dörr M, Vehreschild JJ, von Kalle C, Thun S.","JMIR Med Inform. 2023 Jul 18;11:e45496. doi: 10.2196/45496.","Lichtner G","JMIR Med Inform","2023","2023/07/25","PMC10368099","","10.2196/45496"
"36222792","Successful Integration of EN/ISO 13606-Standardized Extracts From a Patient Mobile App Into an Electronic Health Record: Description of a Methodology","Frid S, Fuentes Expósito MA, Grau-Corral I, Amat-Fernandez C, Muñoz Mateu M, Pastor Duran X, Lozano-Rubí R.","JMIR Med Inform. 2022 Oct 12;10(10):e40344. doi: 10.2196/40344.","Frid S","JMIR Med Inform","2022","2022/10/12","PMC9607921","","10.2196/40344"
"36307424","Harvesting metadata in clinical care: a crosswalk between FHIR, OMOP, CDISC and openEHR metadata","Bönisch C, Kesztyüs D, Kesztyüs T.","Sci Data. 2022 Oct 28;9(1):659. doi: 10.1038/s41597-022-01792-7.","Bönisch C","Sci Data","2022","2022/10/28","PMC9616884","","10.1038/s41597-022-01792-7"
"29295111","The Pluripotent Rendering of Clinical Data for Precision Medicine","Chute CG, Huff SM.","Stud Health Technol Inform. 2017;245:337-340.","Chute CG","Stud Health Technol Inform","2017","2018/01/04","","",""
"27139392","Accessing Patient Information for Probabilistic Patient Models Using Existing Standards","Gaebel J, Cypko MA, Lemke HU.","Stud Health Technol Inform. 2016;223:107-12.","Gaebel J","Stud Health Technol Inform","2016","2016/05/04","","",""
"39176786","Empowering Citizens Through Translated Patient Summary Access and Sharing in Digital Health Ecosystems","Solomou T, Canciu IC, Christodoulou M, Savva P, Yiasemi C, Antoniou Z, Constantinou I, Schizas CN, Pattichis CS.","Stud Health Technol Inform. 2024 Aug 22;316:497-501. doi: 10.3233/SHTI240457.","Solomou T","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240457"
"37387093","Quality and Traceability of Starting Materials from Supplier to Recipient","Latorre F, Hawks CE, Bahillo E, Gil M, Colmenares B, Verma D, Sala N.","Stud Health Technol Inform. 2023 Jun 29;305:564-567. doi: 10.3233/SHTI230559.","Latorre F","Stud Health Technol Inform","2023","2023/06/30","","","10.3233/SHTI230559"
"37386999","Interoperable Universal Resource Identifier for Selective Disclosure of Data","Latorre F, Hawks CE, Colmenares B, Verma D, Gil M, Sala N.","Stud Health Technol Inform. 2023 Jun 29;305:212-215. doi: 10.3233/SHTI230465.","Latorre F","Stud Health Technol Inform","2023","2023/06/30","","","10.3233/SHTI230465"
"32560653","HealtheDataLab - a cloud computing solution for data science and advanced analytics in healthcare with application to predicting multi-center pediatric readmissions","Ehwerhemuepha L, Gasperino G, Bischoff N, Taraman S, Chang A, Feaster W.","BMC Med Inform Decis Mak. 2020 Jun 19;20(1):115. doi: 10.1186/s12911-020-01153-7.","Ehwerhemuepha L","BMC Med Inform Decis Mak","2020","2020/06/21","PMC7304122","","10.1186/s12911-020-01153-7"
"38034906","A hackathon as a tool to enhance research and practice on electronic health record systems' interoperability for chronic disease management and prevention","Rigas ES, Kostomanolakis S, Kyriakoulakos N, Kounalakis D, Petrakis I, Berler A, Boumpaki A, Karanikas H, Kelepouris A, Bamidis PD, Katehakis DG.","Front Digit Health. 2023 Nov 14;5:1275711. doi: 10.3389/fdgth.2023.1275711. eCollection 2023.","Rigas ES","Front Digit Health","2023","2023/11/30","PMC10682770","","10.3389/fdgth.2023.1275711"
"39651464","Defining methods to improve eSource site start-up practices","Cramer AE, King LS, Buckley MT, Casteleyn P, Ennis C, Hamidi M, Rodrigues GMC, Snyder DC, Vattikola A, Eisenstein EL.","Contemp Clin Trials Commun. 2024 Nov 14;42:101391. doi: 10.1016/j.conctc.2024.101391. eCollection 2024 Dec.","Cramer AE","Contemp Clin Trials Commun","2024","2024/12/09","PMC11625275","","10.1016/j.conctc.2024.101391"
"35896020","Development of an Interoperable and Easily Transferable Clinical Decision Support System Deployment Platform: System Design and Development Study","Yoo J, Lee J, Min JY, Choi SW, Kwon JM, Cho I, Lim C, Choi MY, Cha WC.","J Med Internet Res. 2022 Jul 27;24(7):e37928. doi: 10.2196/37928.","Yoo J","J Med Internet Res","2022","2022/07/27","PMC9377482","","10.2196/37928"
"29968598","An Approach for Dynamic Vital Parameter Monitoring - Prototype Development","Schweitzer M, Huber L, Gorfer T, Hörbst A.","Stud Health Technol Inform. 2018;251:47-50.","Schweitzer M","Stud Health Technol Inform","2018","2018/07/04","","",""
"38269788","Large-Scale Standardized Image Integration for Secondary Use Research Projects","Ulrich H, Anywar M, Kinast B, Schreiweis B.","Stud Health Technol Inform. 2024 Jan 25;310:174-178. doi: 10.3233/SHTI230950.","Ulrich H","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI230950"
"36073457","Visualization of Medical Wearable-Data Using SMART-on-FHIR - A Concept for an Interdisciplinary Complex Practical Course","Bathelt F, Reinecke I, Sedlmayr B, Höhne S, Gierschner C, Sedlmayr M.","Stud Health Technol Inform. 2022 Aug 31;298:61-65. doi: 10.3233/SHTI220908.","Bathelt F","Stud Health Technol Inform","2022","2022/09/08","","","10.3233/SHTI220908"
"34795093","Interoperability Standards for Data Sharing as a Basis to Fill in a Tailored EHR for Undiagnosed Rare Diseases","Maggi N, Boaglio A, Ruggiero C, Fancellu R, Cocchiara F, Coviello D, Capanna D, Giacomini M.","Stud Health Technol Inform. 2021 Nov 18;287:114-118. doi: 10.3233/SHTI210827.","Maggi N","Stud Health Technol Inform","2021","2021/11/19","","","10.3233/SHTI210827"
"34279631","Patient-led data sharing for clinical bioinformatics research: USCDI and beyond","Gordon WJ, Gottlieb D, Kreda D, Mandel JC, Mandl KD, Kohane IS.","J Am Med Inform Assoc. 2021 Sep 18;28(10):2298-2300. doi: 10.1093/jamia/ocab133.","Gordon WJ","J Am Med Inform Assoc","2021","2021/07/19","PMC8449625","","10.1093/jamia/ocab133"
"39763559","A Novel Playbook for Pragmatic Trial Operations to Monitor and Evaluate Ambient Artificial Intelligence in Clinical Practice","Afshar M, Resnik F, Ryan Baumann M, Hintzke J, Sullivan AG, Shah T, Stordalen A, Oberst M, Dambach J, Mrotek LA, Quinn M, Abramson K, Kleinschmidt P, Brazelton T, Twedt H, Kunstman D, Long J, Patterson B, Liao F, Rasmussen S, Burnside E, Goswami C, Gordon J.","medRxiv [Preprint]. 2025 Jan 21:2024.12.27.24319685. doi: 10.1101/2024.12.27.24319685.","Afshar M","medRxiv","2025","2025/01/07","PMC11703312","","10.1101/2024.12.27.24319685"
"39721215","Why implementing machine learning algorithms in the clinic is not a plug-and-play solution: a simulation study of a machine learning algorithm for acute leukaemia subtype diagnosis","Pucher G, Rostalski T, Nensa F, Kleesiek J, Reinhardt HC, Sauer CM.","EBioMedicine. 2025 Jan;111:105526. doi: 10.1016/j.ebiom.2024.105526. Epub 2024 Dec 24.","Pucher G","EBioMedicine","2025","2024/12/25","PMC11732467","","10.1016/j.ebiom.2024.105526"
"39574906","An assessment of the European Patient Summary for clinical research: a case study in cardiology","Laleci Erturkmen GB, Sinaci AA, Namli T, Boonstra MJ, Lekadir K, Gkontra P, Chronaki C, Facile R, Baker R, Kush R.","Front Med (Lausanne). 2024 Nov 7;11:1481551. doi: 10.3389/fmed.2024.1481551. eCollection 2024.","Laleci Erturkmen GB","Front Med (Lausanne)","2024","2024/11/22","PMC11580750","","10.3389/fmed.2024.1481551"
"38633019","ROAD2H: Development and evaluation of an open-source explainable artificial intelligence approach for managing co-morbidity and clinical guidelines","Domínguez J, Prociuk D, Marović B, Čyras K, Cocarascu O, Ruiz F, Mi E, Mi E, Ramtale C, Rago A, Darzi A, Toni F, Curcin V, Delaney B.","Learn Health Syst. 2023 Sep 12;8(2):e10391. doi: 10.1002/lrh2.10391. eCollection 2024 Apr.","Domínguez J","Learn Health Syst","2023","2024/04/18","PMC11019374","","10.1002/lrh2.10391"
"35377316","Design of a Vaccine Passport Validation System Using Blockchain-based Architecture: Development Study","Lee HA, Wu WC, Kung HH, Udayasankaran JG, Wei YC, Kijsanayotin B, Marcelo AB, Hsu CY.","JMIR Public Health Surveill. 2022 Apr 26;8(4):e32411. doi: 10.2196/32411.","Lee HA","JMIR Public Health Surveill","2022","2022/04/04","PMC9045485","","10.2196/32411"
"32503529","Towards a comprehensive and interoperable representation of consent-based data usage permissions in the German medical informatics initiative","Bild R, Bialke M, Buckow K, Ganslandt T, Ihrig K, Jahns R, Merzweiler A, Roschka S, Schreiweis B, Stäubert S, Zenker S, Prasser F.","BMC Med Inform Decis Mak. 2020 Jun 5;20(1):103. doi: 10.1186/s12911-020-01138-6.","Bild R","BMC Med Inform Decis Mak","2020","2020/06/07","PMC7275462","","10.1186/s12911-020-01138-6"
"38980951","Implementation of an Electronic Care Plan for People With Multiple Chronic Conditions: Final Report","Marcial LH, Armson S, Barnes K, Puster E, Renaud J, Bagwell J, Camara D, Bobo M, Dunne MJ, Storer M, Dorr D.","Washington (DC): Office of the Assistant Secretary for Planning and Evaluation (ASPE); 2022 Nov. Report No.: 23-0010.","Marcial LH","Implementation of an Electronic Care Plan for People With Multiple Chronic Conditions: Final Report","2022","2022/11/01","","",""
"35592993","Data Exchange Standards in Teleophthalmology: Current and Future Developments","Schweitzer M, Steger B, Hoerbst A, Augustin M, Pfeifer B, Hausmann U, Baumgarten D.","Stud Health Technol Inform. 2022 May 16;293:270-277. doi: 10.3233/SHTI220380.","Schweitzer M","Stud Health Technol Inform","2022","2022/05/20","","","10.3233/SHTI220380"
"31872307","A Parser to Support the Definition of Access Control Policies and Rules Using Natural Languages","Rosa M, Barraca JP, Zuquete A, Rocha NP.","J Med Syst. 2019 Dec 23;44(2):41. doi: 10.1007/s10916-019-1467-2.","Rosa M","J Med Syst","2019","2019/12/25","","","10.1007/s10916-019-1467-2"
"38269784","How to Assess FAIRness of Your Data - A Summary of Testing Two FAIR Validators","Stellmach C, Muzoora MR.","Stud Health Technol Inform. 2024 Jan 25;310:154-158. doi: 10.3233/SHTI230946.","Stellmach C","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI230946"
"36654808","Reflections on defining a standard for computable expression of scientific knowledge: What teach us Yoda can","Alper BS.","Learn Health Syst. 2022 May 4;7(1):e10312. doi: 10.1002/lrh2.10312. eCollection 2023 Jan.","Alper BS","Learn Health Syst","2022","2023/01/19","PMC9835030","","10.1002/lrh2.10312"
"38222334","The SIMPLE Architectural Pattern for Integrating Patient-Facing Apps into Clinical Workflows: Desiderata and Application for Lung Cancer Screening","Balbin CA, Kawamoto K.","AMIA Annu Symp Proc. 2024 Jan 11;2023:844-853. eCollection 2023.","Balbin CA","AMIA Annu Symp Proc","2024","2024/01/15","PMC10785839","",""
"34042687","Facilitating Study and Item Level Browsing for Clinical and Epidemiological COVID-19 Studies","Schmidt CO, Darms J, Shutsko A, Löbe M, Nagrani R, Seifert B, Lindstädt B, Golebiewski M, Koleva S, Bender T, Bauer CR, Sax U, Hu X, Lieser M, Junker V, Klopfenstein S, Zeleke A, Waltemath D, Pigeot I, Fluck J; NFDI4Health Task Force COVID-19.","Stud Health Technol Inform. 2021 May 27;281:794-798. doi: 10.3233/SHTI210284.","Schmidt CO","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210284"
"31768898","Interoperability and Considerations for Standards-Based Exchange of Medical Images: HIMSS-SIIM Collaborative White Paper","Persons KR, Nagels J, Carr C, Mendelson DS, Primo HR, Fischer B, Doyle M.","J Digit Imaging. 2020 Feb;33(1):6-16. doi: 10.1007/s10278-019-00294-0.","Persons KR","J Digit Imaging","2020","2019/11/27","PMC7064628","","10.1007/s10278-019-00294-0"
"31483268","Using openEHR Archetypes for Automated Extraction of Numerical Information from Clinical Narratives","Zubke M, Bott OJ, Marschollek M.","Stud Health Technol Inform. 2019 Sep 3;267:156-163. doi: 10.3233/SHTI190820.","Zubke M","Stud Health Technol Inform","2019","2019/09/05","","","10.3233/SHTI190820"
"39176721","Privacy-Preserving Search on Medical Data","Herres B, Poschen C, Knorr K.","Stud Health Technol Inform. 2024 Aug 22;316:252-256. doi: 10.3233/SHTI240392.","Herres B","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240392"
"32604641","Health Record Index: Secure Access of Cloud-Stored Healthcare Data","Kiourtis A, Mavrogiorgou A, Vidakis K, Kyriazis D.","Stud Health Technol Inform. 2020 Jun 26;272:221-224. doi: 10.3233/SHTI200534.","Kiourtis A","Stud Health Technol Inform","2020","2020/07/02","","","10.3233/SHTI200534"
"34713117","Integrated Care in the Era of COVID-19: Turning Vision Into Reality With Digital Health","Kouroubali A, Kondylakis H, Katehakis DG.","Front Digit Health. 2021 Aug 3;3:647938. doi: 10.3389/fdgth.2021.647938. eCollection 2021.","Kouroubali A","Front Digit Health","2021","2021/10/29","PMC8522007","","10.3389/fdgth.2021.647938"
"33306034","The 21st Century Cures Act: A Competitive Apps Market and the Risk of Innovation Blocking","Gordon WJ, Mandl KD.","J Med Internet Res. 2020 Dec 11;22(12):e24824. doi: 10.2196/24824.","Gordon WJ","J Med Internet Res","2020","2020/12/11","PMC7762678","","10.2196/24824"
"31438027","Development, Implementation and Preliminary Results of an Electronic Reminder for HIV Screening Using a Service Oriented Architecture","Rubin L, López NP, Gaiera A, Campos F, Luna D, de Quirós FBG.","Stud Health Technol Inform. 2019 Aug 21;264:763-767. doi: 10.3233/SHTI190326.","Rubin L","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190326"
"37128391","Investigating the Interoperable Health App Ecosystem at the Start of the 21st Century Cures Act","Reynolds TL, Kaligotla M, Zheng K.","AMIA Annu Symp Proc. 2023 Apr 29;2022:942-951. eCollection 2022.","Reynolds TL","AMIA Annu Symp Proc","2023","2023/05/02","PMC10148309","",""
"29295075","Dynamic Creation of Patient Summaries: A CDA and IHE XDS Based Approach for Regional EHRs","Mangesius P, Saboor S, Healy T, Schabetsberger T.","Stud Health Technol Inform. 2017;245:170-173.","Mangesius P","Stud Health Technol Inform","2017","2018/01/04","","",""
"39575788","ML-Based Framework to Predict the Severity of the Symptomatology in Patients with Post-Acute COVID-19 Syndrome","Nitulescu A, Crisan-Vida M, Tudoran C, Stoicu-Tivadar L.","Stud Health Technol Inform. 2024 Nov 22;321:99-103. doi: 10.3233/SHTI241071.","Nitulescu A","Stud Health Technol Inform","2024","2024/11/22","","","10.3233/SHTI241071"
"35673031","Development, Implementation and Initial Results of CDSS Recommendations for Patients at Risk of Hereditary Breast Cancer","Rosa J, Tajerian M, Zin Y, Brunner M, Lopez N, Gaiera A, Butti M, Menazzi S, Chanfreau H, Luna D, Rubin L, Benitez S.","Stud Health Technol Inform. 2022 Jun 6;290:340-344. doi: 10.3233/SHTI220092.","Rosa J","Stud Health Technol Inform","2022","2022/06/08","","","10.3233/SHTI220092"
"30409340","OpenEHR modeling for genomics in clinical practice","Mascia C, Uva P, Leo S, Zanetti G.","Int J Med Inform. 2018 Dec;120:147-156. doi: 10.1016/j.ijmedinf.2018.10.007. Epub 2018 Oct 17.","Mascia C","Int J Med Inform","2018","2018/11/10","","","10.1016/j.ijmedinf.2018.10.007"
"35916719","A Personalized Ontology-Based Decision Support System for Complex Chronic Patients: Retrospective Observational Study","Román-Villarán E, Alvarez-Romero C, Martínez-García A, Escobar-Rodríguez GA, García-Lozano MJ, Barón-Franco B, Moreno-Gaviño L, Moreno-Conde J, Rivas-González JA, Parra-Calderón CL.","JMIR Form Res. 2022 Aug 2;6(8):e27990. doi: 10.2196/27990.","Román-Villarán E","JMIR Form Res","2022","2022/08/02","PMC9382545","","10.2196/27990"
"39320194","Consumer-Centered Consent Automation in Health Information Exchange","Milosevic Z.","Stud Health Technol Inform. 2024 Sep 24;318:132-137. doi: 10.3233/SHTI240904.","Milosevic Z","Stud Health Technol Inform","2024","2024/09/25","","","10.3233/SHTI240904"
"39176651","Linked Care: A Harmonized Workflow for Medication Ordering, Prescription and Dispensing in Mobile Care Settings","Urbauer P, Huber G, Berens T, Salzbrunn B, Frohner M, Sauermann S.","Stud Health Technol Inform. 2024 Aug 22;316:1437-1441. doi: 10.3233/SHTI240682.","Urbauer P","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240682"
"38269964","Bioinformatics Architecture for Integrating Genomics Data into Electronic Health Records","Brunner M, Butti M, Menazzi S, Chanfreau H, Tajerian M, Quiroga A, Otero P, Luna D, Benitez S.","Stud Health Technol Inform. 2024 Jan 25;310:996-1000. doi: 10.3233/SHTI231114.","Brunner M","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI231114"
"37741862","Towards interoperability in infection control: a standard data model for microbiology","Rinaldi E, Drenkhahn C, Gebel B, Saleh K, Tönnies H, von Loewenich FD, Thoma N, Baier C, Boeker M, Hinske LC, Diaz LAP, Behnke M, Ingenerf J, Thun S.","Sci Data. 2023 Sep 23;10(1):654. doi: 10.1038/s41597-023-02560-x.","Rinaldi E","Sci Data","2023","2023/09/23","PMC10517923","","10.1038/s41597-023-02560-x"
"37697834","A Unified Data Architecture for Assessing Motor Symptoms in Parkinson's Disease","Gundler C, Zhu QR, Trübe L, Dadkhah A, Gutowski T, Rosch M, Langebrake C, Nürnberg S, Baehr M, Ückert F.","Stud Health Technol Inform. 2023 Sep 12;307:22-30. doi: 10.3233/SHTI230689.","Gundler C","Stud Health Technol Inform","2023","2023/09/12","","","10.3233/SHTI230689"
"37128370","Embedding a State-Wide Prescription Drug Monitoring Program into the Electronic Health Record","Hodge CM, Hellewell J, Ford I, Nielsen K, Brewster P, Henrie J.","AMIA Annu Symp Proc. 2023 Apr 29;2022:560-569. eCollection 2022.","Hodge CM","AMIA Annu Symp Proc","2023","2023/05/02","PMC10148357","",""
"33227747","A Secure Protocol for Managing and Sharing Personal Healthcare Data","Kiourtis A, Mavrogiorgou A, Menesidou SA, Gouvas P, Kyriazis D.","Stud Health Technol Inform. 2020 Nov 23;275:92-96. doi: 10.3233/SHTI200701.","Kiourtis A","Stud Health Technol Inform","2020","2020/11/23","","","10.3233/SHTI200701"
"33026356","Integrating Genomics and Clinical Data for Statistical Analysis by Using GEnome MINIng (GEMINI) and Fast Healthcare Interoperability Resources (FHIR): System Design and Implementation","Gruendner J, Wolf N, Tögel L, Haller F, Prokosch HU, Christoph J.","J Med Internet Res. 2020 Oct 7;22(10):e19879. doi: 10.2196/19879.","Gruendner J","J Med Internet Res","2020","2020/10/07","PMC7578821","","10.2196/19879"
"32308858","Barriers, Facilitators, and Potential Solutions to Advancing Interoperable Clinical Decision Support: Multi-Stakeholder Consensus Recommendations for the Opioid Use Case","Marcial LH, Blumenfeld B, Harle C, Jing X, Keller MS, Lee V, Lin Z, Dover A, Midboe AM, Al-Showk S, Bradley V, Breen J, Fadden M, Lomotan E, Marco-Ruiz L, Mohamed R, O'Connor P, Rosendale D, Solomon H, Kawamoto K.","AMIA Annu Symp Proc. 2020 Mar 4;2019:637-646. eCollection 2019.","Marcial LH","AMIA Annu Symp Proc","2020","2020/04/21","PMC7153100","",""
"38510279","Smart hospital: achieving interoperability and raw data collection from medical devices in clinical routine","Martens E, Haase HU, Mastella G, Henkel A, Spinner C, Hahn F, Zou C, Fava Sanches A, Allescher J, Heid D, Strauss E, Maier MM, Lachmann M, Schmidt G, Westphal D, Haufe T, Federle D, Rueckert D, Boeker M, Becker M, Laugwitz KL, Steger A, Müller A.","Front Digit Health. 2024 Mar 6;6:1341475. doi: 10.3389/fdgth.2024.1341475. eCollection 2024.","Martens E","Front Digit Health","2024","2024/03/21","PMC10951085","","10.3389/fdgth.2024.1341475"
"36569158","An alternative model for assessing mortality risk in Stevens Johnson syndrome/toxic epidermal necrolysis using a random forests classifier: A pilot study","Shareef O, Kwan JT, Lau S, Tahboub MA, Saeed HN.","Front Med (Lausanne). 2022 Dec 8;9:935408. doi: 10.3389/fmed.2022.935408. eCollection 2022.","Shareef O","Front Med (Lausanne)","2022","2022/12/26","PMC9772610","","10.3389/fmed.2022.935408"
"37387105","Interoperable E-Health System Using Structural and Semantic Interoperability Approaches in CAREPATH","Pournik O, Ahmad B, Lim Choi Keung SN, Peake A, Rafid S, Tong C, Laleci Erturkmen GB, Gencturk M, Akpinar AE, Arvanitis TN.","Stud Health Technol Inform. 2023 Jun 29;305:608-611. doi: 10.3233/SHTI230571.","Pournik O","Stud Health Technol Inform","2023","2023/06/30","","","10.3233/SHTI230571"
"39702578","Cross-Standard Health Data Harmonization using Semantics of Data Elements","Zhang S, Cornet R, Benis N.","Sci Data. 2024 Dec 19;11(1):1407. doi: 10.1038/s41597-024-04168-1.","Zhang S","Sci Data","2024","2024/12/20","PMC11659470","","10.1038/s41597-024-04168-1"
"39575813","The Creation of Intensional Medication Lists Using the NHS Dictionary of Medicines and Devices","Jamie G, Byford R, Wimalaratna R, de Lusignan S.","Stud Health Technol Inform. 2024 Nov 22;321:225-229. doi: 10.3233/SHTI241097.","Jamie G","Stud Health Technol Inform","2024","2024/11/22","","","10.3233/SHTI241097"
"37697861","Design and Implementation of an ETL-Process to Transfer Wound-Related Data into a Standardized Common Data Model","Przysucha M, Hüsers J, Liberman D, Kersten O, Schlüter A, Fraas S, Busch D, Moelleken M, Erfurt-Berge C, Dissemond J, Hübner U.","Stud Health Technol Inform. 2023 Sep 12;307:258-266. doi: 10.3233/SHTI230723.","Przysucha M","Stud Health Technol Inform","2023","2023/09/12","","","10.3233/SHTI230723"
"38825521","[The future of hematopoietic stem cell transplantation using DX]","Nishikawa A.","Rinsho Ketsueki. 2024;65(5):412-419. doi: 10.11406/rinketsu.65.412.","Nishikawa A","Rinsho Ketsueki","2024","2024/06/02","","","10.11406/rinketsu.65.412"
"35570921","Health Informatics: Engaging Modern Healthcare Units: A Brief Overview","Yogesh MJ, Karthikeyan J.","Front Public Health. 2022 Apr 29;10:854688. doi: 10.3389/fpubh.2022.854688. eCollection 2022.","Yogesh MJ","Front Public Health","2022","2022/05/16","PMC9099090","","10.3389/fpubh.2022.854688"
"35214548","A Proof-of-Concept IoT System for Remote Healthcare Based on Interoperability Standards","Lemus-Zúñiga LG, Félix JM, Fides-Valero A, Benlloch-Dualde JV, Martinez-Millana A.","Sensors (Basel). 2022 Feb 19;22(4):1646. doi: 10.3390/s22041646.","Lemus-Zúñiga LG","Sensors (Basel)","2022","2022/02/26","PMC8879307","","10.3390/s22041646"
"33306804","A proposal for shoring up Federal Trade Commission protections for electronic health record-connected consumer apps under 21st Century Cures","Sayeed R, Jones J, Gottlieb D, Mandel JC, Mandl KD.","J Am Med Inform Assoc. 2021 Mar 1;28(3):640-645. doi: 10.1093/jamia/ocaa227.","Sayeed R","J Am Med Inform Assoc","2021","2020/12/11","PMC7936404","","10.1093/jamia/ocaa227"
"39937758","Electronic health record in military healthcare systems: A systematic review","Torab-Miandoab A, Basiri M, Dabbagh-Moghaddam A, Gholamhosseini L.","PLoS One. 2025 Feb 12;20(2):e0313641. doi: 10.1371/journal.pone.0313641. eCollection 2025.","Torab-Miandoab A","PLoS One","2025","2025/02/12","PMC11819606","","10.1371/journal.pone.0313641"
"37203670","Enhancing Data Protection via Auditable Informational Separation of Powers Between Workflow Engine Based Agents: Conceptualization, Implementation, and First Cross-Institutional Experiences","Erdfelder F, Begerau H, Meyers D, Quast KJ, Schumacher D, Brieden T, Ihle R, Ammon D, Kruse HM, Zenker S.","Stud Health Technol Inform. 2023 May 18;302:317-321. doi: 10.3233/SHTI230126.","Erdfelder F","Stud Health Technol Inform","2023","2023/05/19","","","10.3233/SHTI230126"
"35297548","Beacon v2 and Beacon networks: A ""lingua franca"" for federated data discovery in biomedical genomics, and beyond","Rambla J, Baudis M, Ariosa R, Beck T, Fromont LA, Navarro A, Paloots R, Rueda M, Saunders G, Singh B, Spalding JD, Törnroos J, Vasallo C, Veal CD, Brookes AJ.","Hum Mutat. 2022 Jun;43(6):791-799. doi: 10.1002/humu.24369. Epub 2022 Apr 8.","Rambla J","Hum Mutat","2022","2022/03/17","PMC9322265","","10.1002/humu.24369"
"34208252","MoSIoT: Modeling and Simulating IoT Healthcare-Monitoring Systems for People with Disabilities","Meliá S, Nasabeh S, Luján-Mora S, Cachero C.","Int J Environ Res Public Health. 2021 Jun 11;18(12):6357. doi: 10.3390/ijerph18126357.","Meliá S","Int J Environ Res Public Health","2021","2021/07/02","PMC8296168","","10.3390/ijerph18126357"
"27577428","Facilitating Inter-Domain Synergies in Ambient Assisted Living Environments","Schwartze J, Schrom H, Wolf KH, Marschollek M.","Stud Health Technol Inform. 2016;228:476-80.","Schwartze J","Stud Health Technol Inform","2016","2016/09/01","","",""
"33019249","AIDEx - An Open-source Platform for Real-Time Forecasting Sepsis and A Case Study on Taking ML Algorithms to Production","Amrollahi F, Shashikumar SP, Kathiravelu P, Sharma A, Nemati S.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:5610-5614. doi: 10.1109/EMBC44109.2020.9175947.","Amrollahi F","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","PMC10805333","NIHMS1957737","10.1109/EMBC44109.2020.9175947"
"32692844","Public health reporting and outbreak response: synergies with evolving clinical standards for interoperability","Mishra NK, Duke J, Lenert L, Karki S.","J Am Med Inform Assoc. 2020 Jul 1;27(7):1136-1138. doi: 10.1093/jamia/ocaa059.","Mishra NK","J Am Med Inform Assoc","2020","2020/07/22","PMC7647366","","10.1093/jamia/ocaa059"
"37317596","[The Concept of a Healthcare AI Platform]","Hatta Y, Hayashi T, Narita M.","Gan To Kagaku Ryoho. 2023 Jun;50(6):662-666.","Hatta Y","Gan To Kagaku Ryoho","2023","2023/06/15","","",""
