Title,Authors,Publication Year,DOI
Connecting the clinical IT infrastructure to a service-oriented architecture of medical devices,"Andersen B, Kasparick M, Ulrich H, Franke S, Schlamelcher J, Rockstroh M, Ingenerf J.",2018,10.1515/bmt-2017-0021
Exploring New Possibilities for Research Data Exploration Using the Example of the German Core Data Set,"Menzel F, Waltemath D, Henkel R.",2023,10.3233/SHTI230255
Interoperable and explainable machine learning models to predict morbidity and mortality in acute neurological injury in the pediatric intensive care unit: secondary analysis of the TOPICC study,"Munjal NK, Clark RSB, Simon DW, Kochanek PM, Horvat CM.",2023,10.3389/fped.2023.1177470
Implementation of a Machine Learning Risk Prediction Model for Postpartum Depression in the Electronic Health Records,"Zhang Y, Joly R, Beecy AN, Principe S, Satpathy S, Gore A, Reilly T, Lang M, Sathi N, Uy C, Adams M, Israel M.",2024,
Standardizing Heterogeneous Annotation Corpora Using HL7 FHIR for Facilitating their Reuse and Integration in Clinical NLP,"Hong N, Wen A, Mojarad MR, Sohn S, Liu H, Jiang G.",2018,
recruIT: A cloud-native clinical trial recruitment support system based on Health Level 7 Fast Healthcare Interoperability Resources (HL7 FHIR) and the Observational Medical Outcomes Partnership Common Data Model (OMOP CDM),"Gulden C, Macho P, Reinecke I, Strantz C, Prokosch HU, Blasini R.",2024,10.1016/j.compbiomed.2024.108411
C3-PRO: Connecting ResearchKit to the Health System Using i2b2 and FHIR,"Pfiffner PB, Pinyol I, Natter MD, Mandl KD.",2016,10.1371/journal.pone.0152722
"IoMT Platform for Pervasive Healthcare Data Aggregation, Processing, and Sharing Based on OneM2M and OpenEHR","S Rubí JN, L Gondim PR.",2019,10.3390/s19194283
Integrated displays to improve chronic disease management in ambulatory care: A SMART on FHIR application informed by mixed-methods user testing,"Curran RL, Kukhareva PV, Taft T, Weir CR, Reese TJ, Nanjo C, Rodriguez-Loya S, Martin DK, Warner PB, Shields DE, Flynn MC, Boltax JP, Kawamoto K.",2020,10.1093/jamia/ocaa099
Challenges and Opportunities in Changing Data Structures of Clinical Document Archives from HL7-V2 to FHIR-Based Archive Solutions,"Zohner J, Marquardt K, Schneider H, Michel Backofen A.",2019,10.3233/SHTI190270
Concept to gain trust for a German personal health record system using public cloud and FHIR,"Ploner N, Neurath MF, Schoenthaler M, Zielke A, Prokosch HU.",2019,10.1016/j.jbi.2019.103212
Beyond compliance with the 21st Century Cures Act Rule: a patient controlled electronic health information export application programming interface,"Phelan D, Gottlieb D, Mandel JC, Ignatov V, Jones J, Marquard B, Ellis A, Mandl KD.",2024,10.1093/jamia/ocae013
Standardizing imaging findings representation: harnessing Common Data Elements semantics and Fast Healthcare Interoperability Resources structures,"Tejani AS, Bialecki B, O'Donnell K, Sippel Schmidt T, Kohli MD, Alkasab T.",2024,10.1093/jamia/ocae134
Semantic integration of clinical laboratory tests from electronic health records for deep phenotyping and biomarker discovery,"Zhang XA, Yates A, Vasilevsky N, Gourdine JP, Callahan TJ, Carmody LC, Danis D, Joachimiak MP, Ravanmehr V, Pfaff ER, Champion J, Robasky K, Xu H, Fecho K, Walton NA, Zhu RL, Ramsdill J, Mungall CJ, Köhler S, Haendel MA, McDonald CJ, Vreeman DJ, Peden DB, Bennett TD, Feinstein JA, Martin B, Stefanski AL, Hunter LE, Chute CG, Robinson PN.",2019,10.1038/s41746-019-0110-4
Rapid quantitative assessment of myocardial perfusion: spectral analysis of myocardial contrast echocardiographic images,"Bae RY, Belohlavek M, Greenleaf JF, Seward JB.",2002,10.1067/mje.2002.115657
Metadata Driven Integration of Clinical Data for Secondary Use in FHIR - A Pilot Study at the UKSH,"Simon F, Schladetzky J, Macke S, Ablaß T, Ingenerf J, Kock-Schoppenhauer AK.",2024,10.3233/SHTI240850
"Fast Healthcare Interoperability Resources, Clinical Quality Language, and Systematized Nomenclature of Medicine-Clinical Terms in Representing Clinical Evidence Logic Statements for the Use of Imaging Procedures: Descriptive Study","Odigie E, Lacson R, Raja A, Osterbur D, Ip I, Schneider L, Khorasani R.",2019,10.2196/13590
Actionable digital phenotyping: a framework for the delivery of just-in-time and longitudinal interventions in clinical healthcare,"Vaidyam A, Halamka J, Torous J.",2019,10.21037/mhealth.2019.07.04
Development and initial validation of a data quality evaluation tool in obstetrics real-world data through HL7-FHIR interoperable Bayesian networks and expert rules,"Coutinho-Almeida J, Saez C, Correia R, Rodrigues PP.",2024,10.1093/jamiaopen/ooae062
Development of Parkinson Patient Generated Data Collection Platform Using FHIR and IoT Devices,"Kim DY, Hwang SH, Kim MG, Song JH, Lee SW, Kim IK.",2017,
"Design and development of referrals automation, a SMART on FHIR solution to improve patient access to specialty care","Odisho AY, Lui H, Yerramsetty R, Bautista F, Gleason N, Martin E, Young JJ, Blum M, Neinstein AB.",2020,10.1093/jamiaopen/ooaa036
An Interoperable Machine Learning Pipeline for Pediatric Obesity Risk Estimation,"Fayyaz H, Gupta M, Perez Ramirez A, Jurkovitz C, Bunnell HT, Phan TT, Beheshti R.",2024,
"Human-centered development of an electronic health record-embedded, interactive information visualization in the emergency department using fast healthcare interoperability resources","Thayer JG, Ferro DF, Miller JM, Karavite D, Grundmeier RW, Utidjian L, Zorc JJ.",2021,10.1093/jamia/ocab016
The sample locator: A federated search tool for biosamples and associated data in Europe using HL7 FHIR,"Engels C, Kern J, Dudová Z, Deppenwiese N, Kiel A, Kroll B, Kussel T, Schüttler C, Tomášik R, Hummel M, Lablans M; German Biobank Alliance (GBA) IT development team.",2024,10.1016/j.compbiomed.2024.108941
FHIRForm: An Open-Source Framework for the Management of Electronic Forms in Healthcare,"Eapen BR, Costa A, Archer N, Sartipi K.",2019,
Lighting the Mobile Information FHIR,"Anwar M, Doss C.",2015,
Interoperability Improvement of Mobile Patient Survey (MoPat) Implementing Fast Health Interoperability Resources (FHIR),"Storck M, Hollenberg L, Dugas M, Soto-Rey I.",2019,
Streamlining intersectoral provision of real-world health data: a service platform for improved clinical research and patient care,"Hoffmann K, Nesterow I, Peng Y, Henke E, Barnett D, Klengel C, Gruhl M, Bartos M, Nüßler F, Gebler R, Grummt S, Seim A, Bathelt F, Reinecke I, Wolfien M, Weidner J, Sedlmayr M.",2024,10.3389/fmed.2024.1377209
Interoperable Platform to Report Polymerase Chain Reaction SARS-CoV-2 Tests From Laboratories to the Chilean Government: Development and Implementation Study,"Guinez-Molinos S, Andrade JM, Medina Negrete A, Espinoza Vidal S, Rios E.",2021,10.2196/25149
Analyzing Patient Secure Messages Using a Fast Health Care Interoperability Resources (FIHR)-Based Data Model: Development and Topic Modeling Study,"De A, Huang M, Feng T, Yue X, Yao L.",2021,10.2196/26770
ASH Research Collaborative: a real-world data infrastructure to support real-world evidence development and learning healthcare systems in hematology,"Wood WA, Marks P, Plovnick RM, Hewitt K, Neuberg DS, Walters S, Dolan BK, Tucker EA, Abrams CS, Thompson AA, Anderson KC, Kluetz P, Farrell A, Rivera D, Gertzog M, Pappas G.",2021,10.1182/bloodadvances.2021005902
"Preliminary evaluation of the Chest Pain Dashboard, a FHIR-based approach for integrating health information exchange information directly into the clinical workflow","Schleyer TKL, Rahurkar S, Baublet AM, Kochmann M, Ning X, Martin DK, Finnell JT, Kelley KW; FHIR Development Team; Schaffer JT.",2019,
Exchanging Appointment Data Among Healthcare Institutions,"Kyburz P, Gfeller S, Bürkle T, Denecke K.",2019,
Validation and Testing of Fast Healthcare Interoperability Resources Standards Compliance: Data Analysis,"Walonoski J, Scanlon R, Dowling C, Hyland M, Ettema R, Posnack S.",2018,10.2196/10870
Visualizing Clinical Data Retrieval and Curation in Multimodal Healthcare AI Research: A Technical Note on RIL-workflow,"Ganjizadeh A, Zawada SJ, Langer SG, Erickson BJ.",2024,10.1007/s10278-024-00977-3
Developing a data element repository to support EHR-driven phenotype algorithm authoring and execution,"Jiang G, Kiefer RC, Rasmussen LV, Solbrig HR, Mo H, Pacheco JA, Xu J, Montague E, Thompson WK, Denny JC, Chute CG, Pathak J.",2016,10.1016/j.jbi.2016.07.008
Design and Implementation of a Community Driven Clinical Trial Information Management System for Precision Oncology Settings,"Mathes G, Bochum S, Werner P, Fegeler C, Sigle S.",2024,10.3233/SHTI240844
FHIRedApp: a LEAP in health information technology for promoting patient access to their medical information,"Khurshid A, Oliveira E, Nordquist E, Lakshminarayanan V, Abrol V.",2021,10.1093/jamiaopen/ooab109
Transforming evidence-based clinical guidelines into implementable clinical decision support services: the CAREPATH study for multimorbidity management,"Gencturk M, Laleci Erturkmen GB, Akpinar AE, Pournik O, Ahmad B, Arvanitis TN, Schmidt-Barzynski W, Robbins T, Alcantud Corcoles R, Abizanda P.",2024,10.3389/fmed.2024.1386689
A Standards-based Semantic Metadata Repository to Support EHR-driven Phenotype Authoring and Execution,"Jiang G, Solbrig HR, Kiefer R, Rasmussen LV, Mo H, Speltz P, Thompson WK, Denny JC, Chute CG, Pathak J.",2015,
Bridging Data Models in Health Care With a Novel Intermediate Query Format for Feasibility Queries: Mixed Methods Study,"Rosenau L, Gruendner J, Kiel A, Köhler T, Schaffer B, Majeed RW.",2024,10.2196/58541
Towards a Single Data Exchange Standard for Use in Healthcare and in Clinical Research,Aerts J.,2018,
Developing a FHIR-based Framework for Phenome Wide Association Studies: A Case Study with A Pan-Cancer Cohort,"Zong N, Sharma DK, Yu Y, Egan JB, Davila JI, Wang C, Jiang G.",2020,
"KETOS: Clinical decision support and machine learning as a service - A training and deployment platform based on Docker, OMOP-CDM, and FHIR Web Services","Gruendner J, Schwachhofer T, Sippl P, Wolf N, Erpenbeck M, Gulden C, Kapsner LA, Zierk J, Mate S, Stürzl M, Croner R, Prokosch HU, Toddenroth D.",2019,10.1371/journal.pone.0223010
A Worker-Centered Personal Health Record App for Workplace Health Promotion Using National Health Care Data Sets: Design and Development Study,"Park HS, Kim KI, Chung HY, Jeong S, Soh JY, Hyun YH, Kim HS.",2021,10.2196/29184
Establishing core data elements for colorectal cancer and mapping to FHIR resources: Towards interoperable Iranian health information systems,"Nopour R, Nasiri S, Ahmadi M, Shirkhoda M.",2025,10.4103/jehp.jehp_1834_23
A Modified Public Health Automated Case Event Reporting Platform for Enhancing Electronic Laboratory Reports With Clinical Data: Design and Implementation Study,"Mishra N, Duke J, Karki S, Choi M, Riley M, Ilatovskiy AV, Gorges M, Lenert L.",2021,10.2196/26388
Integration of Patient-Reported Outcome Data Collected Via Web Applications and Mobile Apps Into a Nation-Wide COVID-19 Research Platform Using Fast Healthcare Interoperability Resources: Development Study,"Oehm JB, Riepenhausen SL, Storck M, Dugas M, Pryss R, Varghese J.",2024,10.2196/47846
Phenotype execution and modeling architecture to support disease surveillance and real-world evidence studies: English sentinel network evaluation,"Jamie G, Elson W, Kar D, Wimalaratna R, Hoang U, Meza-Torres B, Forbes A, Hinton W, Anand S, Ferreira F, Byford R, Ordonez-Mena J, Agrawal U, de Lusignan S.",2024,10.1093/jamiaopen/ooae034
A Pipeline for the Usage of the Core Data Set of the Medical Informatics Initiative for Process Mining - A Technical Case Report,"Heidemeyer H, Auhagen L, Majeed RW, Pegoraro M, Bienzeisler J, Peeva V, Beyel H, Röhrig R, van der Aalst WMP, Puladi B.",2024,10.3233/SHTI240835
The Concept of a Versatile Computing Tool Chain for Utilizing the Core Data Set of the Medical Informatics Initiative in the INTERPOLAR Project,"Stäubert S, Strübing A, Schmidt F, Yahiaoui-Doktor M, Reusche M, Meineke F, Neumann D, Loeffler M.",2024,10.3233/SHTI240838
Uncovering Harmonization Potential in Health Care Data Through Iterative Refinement of Fast Healthcare Interoperability Resources Profiles Based on Retrospective Discrepancy Analysis: Case Study,"Rosenau L, Behrend P, Wiedekopf J, Gruendner J, Ingenerf J.",2024,10.2196/57005
"Correction: KETOS: Clinical decision support and machine learning as a service - A training and deployment platform based on Docker, OMOP-CDM, and FHIR Web Services","Gruendner J, Schwachhofer T, Sippl P, Wolf N, Erpenbeck M, Gulden C, Kapsner LA, Zierk J, Mate S, Stürzl M, Croner R, Prokosch HU, Toddenroth D.",2019,10.1371/journal.pone.0225442
OpenPharma Blockchain on FHIR: An Interoperable Solution for Read-Only Health Records Exchange through Blockchain and Biometrics,"Carter G, Chevellereau B, Shahriar H, Sneha S.",2020,10.30953/bhty.v3.120
Extracting Electronic Health Record Neuroblastoma Treatment Data With High Fidelity Using the REDCap Clinical Data Interoperability Services Module,"Furner B, Cheng A, Desai AV, Benedetti DJ, Friedman DL, Wyatt KD, Watkins M, Volchenboum SL, Cohn SL.",2024,10.1200/CCI.24.00009
FHIRChain: Applying Blockchain to Securely and Scalably Share Clinical Data,"Zhang P, White J, Schmidt DC, Lenz G, Rosenbloom ST.",2018,10.1016/j.csbj.2018.07.004
Metadata Repository for Improved Data Sharing and Reuse Based on HL7 FHIR,"Ulrich H, Kock AK, Duhm-Harbeck P, Habermann JK, Ingenerf J.",2016,
Data quality and timeliness analysis for post-vaccination adverse event cases reported through healthcare data exchange to FDA BEST pilot platform,"Deady M, Duncan R, Jones LD, Sang A, Goodness B, Pandey A, Cho S, Forshee RA, Anderson SA, Ezzeldin H.",2024,10.3389/fpubh.2024.1379973
The German Corona Consensus Dataset (GECCO): a standardized dataset for COVID-19 research in university medicine and beyond,"Sass J, Bartschke A, Lehne M, Essenwanger A, Rinaldi E, Rudolph S, Heitmann KU, Vehreschild JJ, von Kalle C, Thun S.",2020,10.1186/s12911-020-01374-w
"Comparison and Analysis of ISO/IEEE 11073, IHE PCD-01, and HL7 FHIR Messages for Personal Health Devices","Lee S, Do H.",2018,10.4258/hir.2018.24.1.46
Getting ready for the European Health Data Space (EHDS): IDERHA's plan to align with the latest EHDS requirements for the secondary use of health data,"Hussein R, Balaur I, Burmann A, Ćwiek-Kupczyńska H, Gadiya Y, Ghosh S, Jayathissa P, Katsch F, Kremer A, Lähteenmäki J, Meng Z, Morasek K, C Rancourt R, Satagopam V, Sauermann S, Scheider S, Stamm T, Muehlendyck C, Gribbon P.",2024,10.12688/openreseurope.18179.1
Investigation of Content Overlap in Proprietary Medical Mappings,"Lenivtseva Y, Kopanitsa G.",2019,
Evaluation of the Fast Healthcare Interoperability Resources (FHIR) Standard for Representation of Knowledge Bases Encoded in the Arden Syntax,Jenders RA.,2019,10.3233/SHTI190600
Prototype of a Standards-Based EHR and Genetic Test Reporting Tool Coupled with HL7-Compliant Infobuttons,"Crump JK, Del Fiol G, Williams MS, Freimuth RR.",2018,
Challenges and Approaches to Make Multidisciplinary Team Meetings Interoperable - The KIMBo Project,"Krauss O, Holzer K, Schuler A, Egelkraut R, Franz B.",2017,
"Synthea: An approach, method, and software mechanism for generating synthetic patients and the synthetic electronic health care record","Walonoski J, Kramer M, Nichols J, Quina A, Moesel C, Hall D, Duffett C, Dube K, Gallagher T, McLachlan S.",2018,10.1093/jamia/ocx079
Meaningful Integration of Data from Heterogeneous Health Services and Home Environment Based on Ontology,"Peng C, Goswami P.",2019,10.3390/s19081747
Correction: FHIR PIT: a geospatial and spatiotemporal data integration pipeline to support subject-level clinical research,"Fecho K, Garcia JJ, Yi H, Roupe G, Krishnamurthy A.",2025,10.1186/s12911-025-02940-w
mHealth4Afrika: Supporting Standards Based Integration of Medical Sensor Data,"Baskaya M, Yuksel M, Laleci Erturkmen GB, Cunningham M, Cunningham P.",2019,
Microservice Architecture to Provide Medical Data Management for Decision Support,Kopanitsa G.,2019,
Trending in the right direction: critical access hospitals increased adoption of advanced electronic health record functions from 2018 to 2023,"Apathy NC, Holmgren AJ, Nong P, Adler-Milstein J, Everson J.",2025,10.1093/jamia/ocae267
Family history and cancer risk study (FOREST): A clinical trial assessing electronic patient-directed family history input for identifying patients at risk of hereditary cancer,"Mittendorf KF, Bland HT, Andujar J, Celaya-Cobbs N, Edwards C, Gerhart M, Hooker G, Hubert M, Jones SH, Marshall DR, Myers RA, Pratap S, Rosenbloom ST, Sadeghpour A, Wu RR, Orlando LA, Wiesner GL.",2025,10.1016/j.cct.2024.107714
Safe Opioid Prescription: A SMART on FHIR Approach to Clinical Decision Support,"Sinha S, Jensen M, Mullin S, Elkin PL.",2017,10.5210/ojphi.v9i2.8034
Telemedicine Alert API Engine System for Vital Signs,"Brieux HFM, Rosa F, Masud JHB.",2024,10.3233/SHTI240435
A Concept for Integrating AI-Based Support Systems into Clinical Practice,"Hoffmann K, Gebler R, Grummt S, Peng Y, Reinecke I, Wolfien M, Sedlmayr M.",2024,10.3233/SHTI240495
Harmonizing patient-centric requirements for secure digital health services in heterogeneous settings,"Assom L, Karunaratne T, Larsson A.",2025,10.1186/s12913-024-11978-x
ResearchMatch on FHIR: Development and evaluation of a recruitment registry and electronic health record system interface for volunteer profile completion,"Cheng AC, Dunkel L, Byrne LM, Tischbein M, Burts D, Hamilton J, Phillips K, Embry B, Tan J, Olson E, Harris PA.",2023,10.1017/cts.2023.654
G-Lens: Using HL7 FHIR International Patient Summary to Highlight Key Information in Medication Leaflets,"Moen A, Chronaki C.",2022,10.3233/SHTI220257
[Interoperability Working Group: core dataset and information systems for data integration and data exchange in the Medical Informatics Initiative],"Ammon D, Kurscheidt M, Buckow K, Kirsten T, Löbe M, Meineke F, Prasser F, Saß J, Sax U, Stäubert S, Thun S, Wettstein R, Wiedekopf JP, Wodke JAH, Boeker M, Ganslandt T.",2024,10.1007/s00103-024-03888-4
SMART Markers: collecting patient-generated health data as a standardized property of health information technology,"Sayeed R, Gottlieb D, Mandl KD.",2020,10.1038/s41746-020-0218-6
[Current developments in healthcare information technology : Impact on structured reporting],"Christlein D, Kast J, Baumhauer M.",2021,10.1007/s00117-021-00924-1
Enhancing the Functionalities of Personal Health Record Systems: Empirical Study Based on the HL7 Personal Health Record System Functional Model Release 1,"Cao T, Chen Z, Nakayama M.",2024,10.2196/56735
A mobile health monitoring-and-treatment system based on integration of the SSN sensor ontology and the HL7 FHIR standard,"El-Sappagh S, Ali F, Hendawi A, Jang JH, Kwak KS.",2019,10.1186/s12911-019-0806-z
The Pipeline for Standardizing Russian Unstructured Allergy Anamnesis Using FHIR AllergyIntolerance Resource,"Lenivtceva ID, Kopanitsa G.",2021,10.1055/s-0041-1733945
Mettertron - Bridging Metadata Repositories and Terminology Servers,"Schladetzky J, Kock-Schoppenhauer AK, Drenkhahn C, Ingenerf J, Wiedekopf J.",2023,10.3233/SHTI230721
The Value of Domain Information Models for Achieving Interoperability,"Oemig F, Blobel B.",2020,10.3233/SHTI200617
FHIR Driven Self-Management Support System for Diabetes,"Glachs D, Namli T, Jung O, Strohmeier F, Ploessnig M, Rodriguez G.",2020,10.3233/SHTI200407
Integrating Pharmacogenetic Decision Support into a Clinical Information System,"Tippenhauer K, Philips M, Largiadèr CR, Sariyar M, Bürkle T.",2020,10.3233/SHTI200234
CODA: an open-source platform for federated analysis and machine learning on distributed healthcare data,"Mullie L, Afilalo J, Archambault P, Bouchakri R, Brown K, Buckeridge DL, Cavayas YA, Turgeon AF, Martineau D, Lamontagne F, Lebrasseur M, Lemieux R, Li J, Sauthier M, St-Onge P, Tang A, Witteman W, Chassé M.",2024,10.1093/jamia/ocad235
"Making science computable: Developing code systems for statistics, study design, and risk of bias","Alper BS, Dehnbostel J, Afzal M, Subbian V, Soares A, Kunnamo I, Shahin K, McClure RC; COVID-19 Knowledge Accelerator (COKA) Initiative.",2021,10.1016/j.jbi.2021.103685
Design and Prestudy Assessment of a Dashboard for Presenting Self-Collected Health Data of Patients With Diabetes to Clinicians: Iterative Approach and Qualitative Case Study,"Giordanengo A, Årsand E, Woldaregay AZ, Bradway M, Grottland A, Hartvigsen G, Granja C, Torsvik T, Hansen AH.",2019,10.2196/14002
OSIRIS: A Minimum Data Set for Data Sharing and Interoperability in Oncology,"Guérin J, Laizet Y, Le Texier V, Chanas L, Rance B, Koeppel F, Lion F, Gourgou S, Martin AL, Tejeda M, Toulmonde M, Cox S, Hess E, Rousseau-Tsangaris M, Jouhet V, Saintigny P.",2021,10.1200/CCI.20.00094
[Rare-disease data standards],"Robinson PN, Graessner H.",2022,10.1007/s00103-022-03591-2
Proposing Causal Sequence of Death by Neural Machine Translation in Public Health Informatics,"Zhu Y, Sha Y, Wu H, Li M, Hoffman RA, Wang MD.",2022,10.1109/JBHI.2022.3163013
Cumulus: a federated electronic health record-based learning system powered by Fast Healthcare Interoperability Resources and artificial intelligence,"McMurry AJ, Gottlieb DI, Miller TA, Jones JR, Atreja A, Crago J, Desai PM, Dixon BE, Garber M, Ignatov V, Kirchner LA, Payne PRO, Saldanha AJ, Shankar PRV, Solad YV, Sprouse EA, Terry M, Wilcox AB, Mandl KD.",2024,10.1093/jamia/ocae130
quEHRy: a question answering system to query electronic health records,"Soni S, Datta S, Roberts K.",2023,10.1093/jamia/ocad050
"[The medical informatics initiative and rare diseases: next-generation routine data for diagnosis, therapy selection and research]","Schepers J, Fleck J, Schaaf J.",2022,10.1007/s00103-022-03606-y
Digital media archive for gross pathology images based on open-source tools and Fast Healthcare Interoperability Resources (FHIR),"Madrigal E, Le LP.",2021,10.1038/s41379-021-00824-8
'SNOMEDizing' Questionnaires for Standardizing Stroke Registry Data,"Riedel A, Schulz S, Martínez Costa C.",2024,10.3233/SHTI240687
A Smart Mapping Editor for Standardised Data Transformation,"Ulrich H, Germer S, Kock-Schoppenhauer AK, Kern J, Lablans M, Ingenerf J.",2020,10.3233/SHTI200354
A FHIR-Enabled Streaming Sepsis Prediction System for ICUs,"Henry JR, Lynch D, Mals J, Shashikumar SP, Holder A, Sharma A, Nemati S.",2018,10.1109/EMBC.2018.8513347
Considerations for Exchanging and Sharing Medical Images for Improved Collaboration and Patient Care: HIMSS-SIIM Collaborative White Paper,"Vreeland A, Persons KR, Primo HR, Bishop M, Garriott KM, Doyle MK, Silver E, Brown DM, Bashall C.",2016,10.1007/s10278-016-9885-x
How Image Exchange Breaks Down: the Image Library Perspective,"Roth CJ, Harten HH, Dewey M, Dennison DK.",2022,10.1007/s10278-022-00684-x
Data Federation in Healthcare for Artificial Intelligence Solutions,"Castellanos J, Raposo G, Antunez L.",2022,10.3233/SHTI220688
Networking Aspects of the Electronic Health Records: Hypertext Transfer Protocol Version 2 (HTTP/2) vs HTTP/3,"Kirilov N, Bischoff E.",2024,10.1007/s10916-024-02080-0
Assessing Data Adequacy for High Blood Pressure Clinical Decision Support: A Quantitative Analysis,"Dorr DA, D'Autremont C, Pizzimenti C, Weiskopf N, Rope R, Kassakian S, Richardson JE, McClure R, Eisenberg F.",2021,10.1055/s-0041-1732401
Sharing a Hybrid EHR + FHIR CDS Tool Across Health Systems: Automating Smoking Cessation for Pediatric Caregivers,"Saleh SN, Kim E, Thayer JG, Nabi E, Karavite D, Winickoff J, Fiks A, Jenssen BP, Riley N, Grundmeier RW.",2025,10.1055/a-2535-5823
ESR paper on structured reporting in radiology-update 2023,European Society of Radiology (ESR).,2023,10.1186/s13244-023-01560-0
Automated HL7v2 LRI informatics framework for streamlining genomics-EHR data integration,"Dolin RH, Gupta R, Newsom K, Heale BSE, Gothi S, Starostik P, Chamala S.",2023,10.1016/j.jpi.2023.100330
Toward cross-platform electronic health record-driven phenotyping using Clinical Quality Language,"Brandt PS, Kiefer RC, Pacheco JA, Adekkanattu P, Sholle ET, Ahmad FS, Xu J, Xu Z, Ancker JS, Wang F, Luo Y, Jiang G, Pathak J, Rasmussen LV.",2020,10.1002/lrh2.10233
Barriers and facilitators to the implementation of a new European eHealth solution (SurPass v2.0): the PanCareSurPass Open Space study,"de Beijer IAE, Hardijzer EC, Haupt R, Grabow D, Balaguer J, Bardi E, Cañete Nieto A, Ciesiūniene A, Düster V, Filbert AL, Gsell H, Kapitančukė M, Ladenstein R, Langer T, Muraca M, van den Oever SR, Prikken S, Rascon J, Tormo MT, Uyttebroeck A, Vercruysse G, van der Pal HJH, Kremer LCM, Pluijm SMF; PanCareSurPass consortium.",2025,10.1007/s11764-023-01498-8
A Versatile and Scalable Platform That Streamlines Data Collection for Patient-Centered Studies: Usability and Feasibility Study,"Huang H, Aschettino S, Lari N, Lee TH, Rosenberg SS, Ng X, Muthuri S, Bakshi A, Bishop K, Ezzeldin H.",2022,10.2196/38579
MDRCupid: A Configurable Metadata Matching Toolbox,"Deppenwiese N, Duhm-Harbeck P, Ingenerf J, Ulrich H.",2019,10.3233/SHTI190189
ETL Processes for Integrating Healthcare Data - Tools and Architecture Patterns,"Cheng KY, Pazmino S, Schreiweis B.",2022,10.3233/SHTI220974
Understanding WHO SMART Guidelines: Narrative Review of an Innovative Global Digital Health Approach,"Saban M, Zavala D, Lopez Osornio A, Kaminker D, Díaz M, Rubinstein A, Esteban S, Rizzato Lede DA.",2024,10.3233/SHTI240825
An information model for computable cancer phenotypes,"Hochheiser H, Castine M, Harris D, Savova G, Jacobson RS.",2016,10.1186/s12911-016-0358-4
The need for multimodal health data modeling: A practical approach for a federated-learning healthcare platform,"Cremonesi F, Planat V, Kalokyri V, Kondylakis H, Sanavia T, Miguel Mateos Resinas V, Singh B, Uribe S.",2023,10.1016/j.jbi.2023.104338
Scalable and accurate deep learning with electronic health records,"Rajkomar A, Oren E, Chen K, Dai AM, Hajaj N, Hardt M, Liu PJ, Liu X, Marcus J, Sun M, Sundberg P, Yee H, Zhang K, Zhang Y, Flores G, Duggan GE, Irvine J, Le Q, Litsch K, Mossin A, Tansuwan J, Wang D, Wexler J, Wilson J, Ludwig D, Volchenboum SL, Chou K, Pearson M, Madabushi S, Shah NH, Butte AJ, Howell MD, Cui C, Corrado GS, Dean J.",2018,10.1038/s41746-018-0029-1
Enhancing Referrals to the Supplemental Nutrition Assistance Program through Clinical Integration of a Standards-Based Decision Support System,"Oliveira E, Hautala M, Henry J, Lakshminarayanan V, Abrol V, Granado L, Shah S, Khurshid A.",2025,10.1055/a-2441-5941
Introduction to The Spine Journal special issue on artificial intelligence and machine learning,"Karhade AV, Schwab JH.",2021,10.1016/j.spinee.2021.03.028
eSource-Enabled vs. Traditional Clinical Trial Data Collection Methods: A Site-Level Economic Analysis,"Eisenstein EL, Garza MY, Rocca M, Gordon GS, Zozus M.",2020,10.3233/SHTI200304
Implementation of Clinical Decision Support Services to Detect Potential Drug-Drug Interaction Using Clinical Quality Language,"Nguyen BP, Reese T, Decker S, Malone D, Boyce RD, Beyan O.",2019,10.3233/SHTI190318
Application Programming Interfaces (APIs) in Health Care: Findings from a Current-State Assessment,"Dullabh P, Hovey L, Heaney-Huls K, Rajendran N, Wright A, Sittig DF.",2019,10.3233/SHTI190164
"Interoperable, Domain-Specific Extensions for the German Corona Consensus (GECCO) COVID-19 Research Data Set Using an Interdisciplinary, Consensus-Based Workflow: Data Set Development Study","Lichtner G, Haese T, Brose S, Röhrig L, Lysyakova L, Rudolph S, Uebe M, Sass J, Bartschke A, Hillus D, Kurth F, Sander LE, Eckart F, Toepfner N, Berner R, Frey A, Dörr M, Vehreschild JJ, von Kalle C, Thun S.",2023,10.2196/45496
Successful Integration of EN/ISO 13606-Standardized Extracts From a Patient Mobile App Into an Electronic Health Record: Description of a Methodology,"Frid S, Fuentes Expósito MA, Grau-Corral I, Amat-Fernandez C, Muñoz Mateu M, Pastor Duran X, Lozano-Rubí R.",2022,10.2196/40344
"Harvesting metadata in clinical care: a crosswalk between FHIR, OMOP, CDISC and openEHR metadata","Bönisch C, Kesztyüs D, Kesztyüs T.",2022,10.1038/s41597-022-01792-7
The Pluripotent Rendering of Clinical Data for Precision Medicine,"Chute CG, Huff SM.",2017,
Accessing Patient Information for Probabilistic Patient Models Using Existing Standards,"Gaebel J, Cypko MA, Lemke HU.",2016,
Empowering Citizens Through Translated Patient Summary Access and Sharing in Digital Health Ecosystems,"Solomou T, Canciu IC, Christodoulou M, Savva P, Yiasemi C, Antoniou Z, Constantinou I, Schizas CN, Pattichis CS.",2024,10.3233/SHTI240457
