"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link"
"Köstinger H.; Gobber M.; Grechenig T.; Tappeiner B.; Schramm W.","Köstinger, Harald (55250036900); Gobber, Martin (56615626700); Grechenig, Thomas (6507720565); Tappeiner, Barbara (25032284400); Schramm, Wolfgang (56435638400)","55250036900; 56615626700; 6507720565; 25032284400; 56435638400","Developing a NFC based patient identification and ward round system for mobile devices using the android platform","2013","10.1109/PHT.2013.6461313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874567125&doi=10.1109%2fPHT.2013.6461313&partnerID=40&md5=30d5b7099752ca923229225a082c9e95"
"Gomes L.M.; Guerra H.; Bem N.; Andrade C.","Gomes, Luís Mendes (57192175397); Guerra, Hélia (25027645700); Bem, Nuno (56341387700); Andrade, Carmen (57859573300)","57192175397; 25027645700; 56341387700; 57859573300","Contributions to promote the adequacy of an approach based on services to EHR; [Contributos para promover a adequação de uma abordagem baseada em serviços para o RSE]","2014","10.1109/CISTI.2014.6876956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906712060&doi=10.1109%2fCISTI.2014.6876956&partnerID=40&md5=b9cc3f8c23927201fbb3c2370e3adbd9"
"Bacelar-Silva G.M.; César H.; Braga P.; Guimaraẽs R.","Bacelar-Silva, Gustavo M. (49862702700); César, Hilton (55932813100); Braga, Patricia (55948971400); Guimaraẽs, Rodney (59281994100)","49862702700; 55932813100; 55948971400; 59281994100","OpenEHR-based pervasive health information system for primary care: First Brazilian experience for public care","2013","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897076208&partnerID=40&md5=4814ded265ada25bfc4c78958b2b0224"
"Sachdeva S.; Madaan A.; Chu W.","Sachdeva, Shelly (35956861000); Madaan, Aastha (54793064600); Chu, Wanming (7402227668)","35956861000; 54793064600; 7402227668","Information interchange services for electronic health record databases","2012","10.1504/IJCSE.2012.046179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859391880&doi=10.1504%2fIJCSE.2012.046179&partnerID=40&md5=c7fcd8efe70bf3da87891db91bd1cd95"
"Santos M.R.; Bax M.P.; Kalra D.","Santos, Marcelo Rodrigues dos (36648061700); Bax, M.P. (37025427700); Kalra, D. (56107739200)","36648061700; 37025427700; 56107739200","Dealing with the archetypes development process for a regional EHR system","2012","10.4338/ACI-2011-12-RA-0074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884489980&doi=10.4338%2fACI-2011-12-RA-0074&partnerID=40&md5=0b3e42f7120c08c7a13c05e3b69f5872"
"Allones J.L.; Taboada M.; Martinez D.; Lozano R.; Sobrido M.J.","Allones, J.L. (38061041500); Taboada, M. (7006962156); Martinez, D. (57189227171); Lozano, R. (56029367000); Sobrido, M.J. (6603650975)","38061041500; 7006962156; 57189227171; 56029367000; 6603650975","SNOMED CT module-driven clinical archetype management","2013","10.1016/j.jbi.2013.01.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878184336&doi=10.1016%2fj.jbi.2013.01.003&partnerID=40&md5=f21ba1b21fbf6d1aeb4a1fb021e647c0"
"Osorio E.; Ferreira L.; Abreu R.; Sousa F.","Osorio, Eduardo (56038030800); Ferreira, Liliana (55246156600); Abreu, Rui (57209112913); Sousa, Filipe (55368207500)","56038030800; 55246156600; 57209112913; 55368207500","Interoperability in Ambient Assisted Living using OpenEHR","2013","10.1109/HealthCom.2013.6720707","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894102479&doi=10.1109%2fHealthCom.2013.6720707&partnerID=40&md5=c56aeae252ef355c3ed0ab323e890f5a"
"Liu Z.; Qamar N.; Qian J.","Liu, Zhiming (35237843100); Qamar, Nafees (35422744600); Qian, Jie (56042508400)","35237843100; 35422744600; 56042508400","An automated routine childhood immunization approach using openEHR","2013","10.3233/978-1-61499-289-9-1075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894337458&doi=10.3233%2f978-1-61499-289-9-1075&partnerID=40&md5=798897f4f117a73a1187880c5f602dec"
"","","","9th Iberian Conference on Information Systems and Technologies, CISTI 2014","2014","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906658393&partnerID=40&md5=16fc12fb93fa0b8dca074ef70ed32335"
"Faber J.","Faber, Johannes (15755044600)","15755044600","A timed model for healthcare workflows based on CSP","2012","10.1109/SEHC.2012.6227002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864341853&doi=10.1109%2fSEHC.2012.6227002&partnerID=40&md5=bd96419b2466a1e975e4dc22e11c7703"
"Schramm W.; Kostinger H.; Bayrhammer K.; Fiedler M.; Grechenig T.","Schramm, Wolfgang (56435638400); Kostinger, Harald (55250036900); Bayrhammer, Klaus (55321000100); Fiedler, Michael (54787565400); Grechenig, Thomas (6507720565)","56435638400; 55250036900; 55321000100; 54787565400; 6507720565","Developing a hospital information system ecosystem for creating new clinical collaboration methodologies","2012","10.1109/BHI.2012.6211517","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864212701&doi=10.1109%2fBHI.2012.6211517&partnerID=40&md5=618ebc28079ca1e5a3e59ae7fd10de9f"
"Krexner R.; Duftschmid G.","Krexner, Rabea (56649307100); Duftschmid, Georg (6602376532)","56649307100; 6602376532","Plug-and-play Integration of dual-model based Knowledge Artefacts into an Open Source Ehr System","2014","10.3233/978-1-61499-432-9-101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929512541&doi=10.3233%2f978-1-61499-432-9-101&partnerID=40&md5=1be4a2801cbdecba9387604cdb92960a"
"Bacelar-Silva G.M.; Sousa-Santos R.F.; Cruz-Correia R.J.","Bacelar-Silva, Gustavo M. (49862702700); Sousa-Santos, Ricardo Filipe (55059439900); Cruz-Correia, Ricardo J. (8849507000)","49862702700; 55059439900; 8849507000","Creating openEHR content to different moments of care: Obstetrics emergency scenario","2013","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897086511&partnerID=40&md5=f5549319a4537991231527099540be68"
"","","","Process Support and Knowledge Representation in Health Care - BPM 2012 Joint Workshop, ProHealth 2012/KR4HC 2012, Revised Selected Papers","2013","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893918184&partnerID=40&md5=9e870eb671170159aeb9ce88a527de51"
"Tapuria A.; Kalra D.; Kobayashi S.","Tapuria, Archana (25647006300); Kalra, Dipak (56107739200); Kobayashi, Shinji (55678926700)","25647006300; 56107739200; 55678926700","Contribution of clinical archetypes, and the challenges, towards achieving semantic interoperability for EHRs","2013","10.4258/hir.2013.19.4.286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892177712&doi=10.4258%2fhir.2013.19.4.286&partnerID=40&md5=533a267d94b9e0b25f5c1c9183f490b4"
"Barca C.C.; Lagunar C.M.; Rodriguez J.M.; Quintero A.M.; Martins I.R.M.; Martinez I.; Sanguino M.A.; Lobo T.P.","Barca, Carlos Cavero (55249817200); Lagunar, Carlos Marcos (56035227200); Rodriguez, Juan Mario (57199093038); Quintero, Ana Maria (55977576400); Martins, Ivo Ramos Maia (56103752100); Martinez, Ivan (56347210200); Sanguino, Maria Angeles (57194152823); Lobo, Tomas Pariente (25654465500)","55249817200; 56035227200; 57199093038; 55977576400; 56103752100; 56347210200; 57194152823; 25654465500","YourEHRM: Standard-based management of your personal healthcare information","2014","10.1109/BHI.2014.6864311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906852805&doi=10.1109%2fBHI.2014.6864311&partnerID=40&md5=fdd525ba06061fd99af6acd648b867e5"
"de Albergaria E.T.; Bax M.P.; Prates R.O.","de Albergaria, Elisa Tuler (57798308700); Bax, Marcello Peixoto (37025427700); Prates, Raquel Oliveira (6506422045)","57798308700; 37025427700; 6506422045","Interaction model for knowledge level in OpenEHR-based electronic health record systems; [Modelo de Interação para o Nível de Conhecimento em Sistemas de Registro Eletrônico de Saúde Baseados no OpenEHR]","2014","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134024157&partnerID=40&md5=644c18978c057c342991911ee2c939bc"
"Atalag K.; Yang H.Y.; Tempero E.; Warren J.R.","Atalag, Koray (6507195529); Yang, Hong Yul (13410627900); Tempero, Ewan (6602143229); Warren, James R. (7402212366)","6507195529; 13410627900; 6602143229; 7402212366","Evaluation of software maintainability with openEHR - a comparison of architectures","2014","10.1016/j.ijmedinf.2014.07.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908106700&doi=10.1016%2fj.ijmedinf.2014.07.006&partnerID=40&md5=4e255a40c017ea1abd50035130e74064"
"Khan W.A.; Hussain M.; Afzal M.; Amin M.B.; Lee S.","Khan, Wajahat Ali (54784481300); Hussain, Maqbool (35213389000); Afzal, Muhammad (7102789390); Amin, Muhammad Bilal (55204650200); Lee, Sungyoung (8956579500)","54784481300; 35213389000; 7102789390; 55204650200; 8956579500","Healthcare standards based sensory data exchange for Home Healthcare Monitoring System","2012","10.1109/EMBC.2012.6346170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870777703&doi=10.1109%2fEMBC.2012.6346170&partnerID=40&md5=8ace28af5d1171e2b28312883788a5d9"
"Lianas L.; Frexia F.; Delussu G.; Anedda P.; Zanetti G.","Lianas, Luca (23489466700); Frexia, Francesca (12806326400); Delussu, Giovanni (7801426575); Anedda, Paolo (6508318658); Zanetti, Gianluigi (57197321160)","23489466700; 12806326400; 7801426575; 6508318658; 57197321160","PyEHR: A scalable clinical data management toolkit for biomedical research projects","2014","10.1109/HealthCom.2014.7001871","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921709866&doi=10.1109%2fHealthCom.2014.7001871&partnerID=40&md5=78fecedbb5fff3eb0b408cac0f8fcf32"
"Kobayashi S.; Tatsukawa A.","Kobayashi, Shinji (55678926700); Tatsukawa, Akimichi (54901435900)","55678926700; 54901435900","Ruby implementation of the OpenEHR specifications","2012","10.20965/jaciii.2012.p0042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855998593&doi=10.20965%2fjaciii.2012.p0042&partnerID=40&md5=825532d8a5154f6548bca841556e8da8"
"Tatsukawa A.; Shinohara E.Y.; Kawazoe Y.; Imai T.; Ohe K.","Tatsukawa, Akimichi (54901435900); Shinohara, Emiko Y. (55628734500); Kawazoe, Yoshimasa (7202337925); Imai, Takeshi (55631010100); Ohe, Kazuhiko (7102871564)","54901435900; 55628734500; 7202337925; 55631010100; 7102871564","An analysis of the openehr archetype semantics based on a typed lambda theory","2013","10.3233/978-1-61499-289-9-990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894303912&doi=10.3233%2f978-1-61499-289-9-990&partnerID=40&md5=d4f308f02aadef12bc04c7146fb89147"
"Flemming D.; Paul M.; Hübner U.","Flemming, Daniel (35071306200); Paul, Mareike (56245848200); Hübner, Ursula (23496620100)","35071306200; 56245848200; 23496620100","Building a common ground on the clinical case: Design, implementation and evaluation of an information model for a handover EHR","2014","10.3233/978-1-61499-415-2-167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903748655&doi=10.3233%2f978-1-61499-415-2-167&partnerID=40&md5=75cb8e0b1e2c7821895508f47b79407c"
"Frade S.; Freire S.M.; Sundvall E.; Patriarca-Almeida J.H.; Cruz-Correia R.","Frade, Samuel (55948708500); Freire, Sergio Miranda (56343946400); Sundvall, Erik (6505976243); Patriarca-Almeida, José Hilário (50262904100); Cruz-Correia, Ricardo (8849507000)","55948708500; 56343946400; 6505976243; 50262904100; 8849507000","Survey of openEHR storage implementations","2013","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897090722&partnerID=40&md5=1269c5fcef4b906f22584e06dec30c63"
"Dias R.D.M.; Cook T.W.; Freire S.M.","Dias, Rigoleta D.M. (54385058300); Cook, Timothy W. (56544008800); Freire, Sergio M. (56343946400)","54385058300; 56544008800; 56343946400","Modeling healthcare authorization and claim submissions using the openEHR dual-model approach","2011","10.1186/1472-6947-11-60","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053893865&doi=10.1186%2f1472-6947-11-60&partnerID=40&md5=feed2c638a539af19f1c00c754782f14"
"Cruz-Correia R.; Avila C.; Chen R.","Cruz-Correia, Ricardo (8849507000); Avila, Carla (27567562200); Chen, Rong (56937364500)","8849507000; 27567562200; 56937364500","Concept matching between openEHR and SONHO","2009","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650537026&partnerID=40&md5=6e1066b173ba385c63316baab1eb2be6"
"Kallel F.; Ellouze A.S.; Bouaziz R.","Kallel, Fahmi (57212789142); Ellouze, Afef Samet (56957069000); Bouaziz, Rafik (15076509300)","57212789142; 56957069000; 15076509300","Generating context-awarness interface for medical applications","2011","10.1109/DeSE.2011.58","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858036611&doi=10.1109%2fDeSE.2011.58&partnerID=40&md5=49c6b307ee0e4988de887ad980815a3d"
"Späth M.B.; Grimson J.","Späth, Melanie Bettina (57197629048); Grimson, Jane (55917645000)","57197629048; 55917645000","Applying the archetype approach to the database of a biobank information management system","2011","10.1016/j.ijmedinf.2010.11.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79851515609&doi=10.1016%2fj.ijmedinf.2010.11.002&partnerID=40&md5=97544aaf55e9db2b5be3bd4753039ced"
"Chen R.; Garde S.; Beale T.; Nyström M.; Karlsson D.; Klein G.O.; Åhlfeldt H.","Chen, Rong (56937364500); Garde, Sebastian (56059012600); Beale, Thomas (23988550900); Nyström, Mikael (23498454300); Karlsson, Daniel (36090985700); Klein, Gunnar O. (7403534385); Åhlfeldt, Hans (7004202004)","56937364500; 56059012600; 23988550900; 23498454300; 36090985700; 7403534385; 7004202004","An archetype-based testing framework","2008","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44349178124&partnerID=40&md5=8a4e9bc24fb647648600ada6c751882c"
"Kimura E.; Kobayashi S.; Kanatani Y.; Ishihara K.; Mimori T.; Takahashi R.; Chiba T.; Yoshihara H.","Kimura, Eizen (7202705553); Kobayashi, Shinji (55678926700); Kanatani, Yasuhiro (6603861425); Ishihara, Ken (7402878316); Mimori, Tsuneyo (7006377392); Takahashi, Ryousuke (55181110300); Chiba, Tsutomu (7402420635); Yoshihara, Hiroyuki (7103187551)","7202705553; 55678926700; 6603861425; 7402878316; 7006377392; 55181110300; 7402420635; 7103187551","Developing an electronic health record for intractable diseases in Japan","2011","10.3233/978-1-60750-806-9-255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83055168161&doi=10.3233%2f978-1-60750-806-9-255&partnerID=40&md5=d7a3d4ac84dda91605ff6a4b0b518318"
"Meizoso M.; Allones J.L.; Taboada M.; Martinez D.; Tellado S.","Meizoso, M. (6602679479); Allones, J.L. (38061041500); Taboada, M. (7006962156); Martinez, D. (57189227171); Tellado, S. (23467730700)","6602679479; 38061041500; 7006962156; 57189227171; 23467730700","Automated mapping of observation archetypes to SNOMED CT concepts","2011","10.1007/978-3-642-21344-1_57","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956362069&doi=10.1007%2f978-3-642-21344-1_57&partnerID=40&md5=18e899c326ddec0ac5ef4dac154a0451"
"Cuggia M.; Bayat S.; Rossille D.; Poulain P.; Pladys P.; Robert H.; Duvauferrier R.","Cuggia, Marc (6507457425); Bayat, Sahar (24330524900); Rossille, Delphine (6507586691); Poulain, Patrice (58412863500); Pladys, Patrick (7004336789); Robert, Hélène (57213284393); Duvauferrier, Régis (7005396587)","6507457425; 24330524900; 6507586691; 58412863500; 7004336789; 57213284393; 7005396587","Comparing the apgar score representation in HL7 and OpenEHR formalisms","2009","10.3233/978-1-60750-044-5-250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72249117873&doi=10.3233%2f978-1-60750-044-5-250&partnerID=40&md5=2f8438c2b9cb82abce6f901b64874e4e"
"Kashfi H.","Kashfi, Hajar (35224981700)","35224981700","Applying a user centered design methodology in a clinical context","2010","10.3233/978-1-60750-588-4-927","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649510869&doi=10.3233%2f978-1-60750-588-4-927&partnerID=40&md5=2fdb5eae0113cb4bf2b238556e1af6d8"
"Van Der Linden H.; Schuler T.; Chen R.; Talmon J.","Van Der Linden, Helma (7004573309); Schuler, Thilo (22954988600); Chen, Rong (56937364500); Talmon, Jan (7006019325)","7004573309; 22954988600; 56937364500; 7006019325","Generic screen representations for future proof systems-is it possible? two-model approach to a generic GUI","2007","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35748983567&partnerID=40&md5=6f8fa21ad57f90e6b3ef1fc91db06f3a"
"Hoy D.; Hardiker N.R.; McNicoll I.T.; Westwell P.; Bryans A.","Hoy, Derek (7003726152); Hardiker, Nicholas R. (6603023237); McNicoll, Ian T. (26653722600); Westwell, Phil (23476199300); Bryans, Alison (6701815282)","7003726152; 6603023237; 26653722600; 23476199300; 6701815282","Collaborative development of clinical templates as a national resource","2009","10.1016/j.ijmedinf.2008.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62749130583&doi=10.1016%2fj.ijmedinf.2008.06.003&partnerID=40&md5=cc2fba55bed8d1d1eb5d4fed9cb8b837"
"Filgueira R.; Odriazola A.; Simini F.","Filgueira, R. (55443359300); Odriazola, A. (57108832300); Simini, F. (56038623700)","55443359300; 57108832300; 56038623700","Using OpenEHR in SICTI an electronic health record system for critical medicine","2007","10.1088/1742-6596/90/1/012001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36949008749&doi=10.1088%2f1742-6596%2f90%2f1%2f012001&partnerID=40&md5=214af3ecf60d48a2aa260010e0a1fd1b"
"Chen E.S.; Manaktala S.; Sarkar I.N.; Melton G.B.","Chen, Elizabeth S (7402316202); Manaktala, Sharad (54410988400); Sarkar, Indra Neil (15124590700); Melton, Genevieve B (7006135479)","7402316202; 54410988400; 15124590700; 7006135479","A multi-site content analysis of social history information in clinical notes.","2011","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874209299&partnerID=40&md5=e821baa21c3e9e2518b67dceba90920a"
"Schuler T.; Garde S.; Heard S.; Beale T.","Schuler, Thilo (22954988600); Garde, Sebastian (56059012600); Heard, Sam (57200890856); Beale, Thomas (23988550900)","22954988600; 56059012600; 57200890856; 23988550900","Towards automatically generating graphical user interfaces from openEHR archetypes","2006","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049193102&partnerID=40&md5=e306d52950d32f5896b7a1c850006b0d"
"Fernández-Breis J.T.; Vivancos-Vicente P.J.; Menárguez-Tortosa M.; Moner D.; Maldonado J.A.; Valencia-García R.; Miranda-Mena T.G.","Fernández-Breis, Jesualdo Tomás (6603164881); Vivancos-Vicente, Pedro José (6507308970); Menárguez-Tortosa, Marcos (16175913700); Moner, David (16175977600); Maldonado, José Alberto (7102839727); Valencia-García, Rafael (55887649000); Miranda-Mena, Teddy Gonzalo (14007916500)","6603164881; 6507308970; 16175913700; 16175977600; 7102839727; 55887649000; 14007916500","Using semantic technologies to promote interoperability between electronic healthcare records' information models","2006","10.1109/IEMBS.2006.259686","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047129862&doi=10.1109%2fIEMBS.2006.259686&partnerID=40&md5=b503c60cf23ebb544beb0320c506c8e7"
"Heard S.","Heard, Sam (57200890856)","57200890856","The use of standard content specifications in a national health interoperability framework","2010","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955381974&partnerID=40&md5=23f4022319f7ff161964d9275f9dca85"
"","","","Emerging Technologies and Information Systems for the Knowledge Society FirstWorld Summit on the Knowledge Society, WSKS 2008, Proceedings","2008","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56649103552&partnerID=40&md5=268f2a311d3a713e8108e48494b440cc"
"Chen R.; Klein G.","Chen, Rong (56937364500); Klein, Gunnar (7403534385)","56937364500; 7403534385","The openEHR Java reference implementation project.","2007","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38449111377&partnerID=40&md5=57e7f17e4de77bd3cad20ec8f1f6ec59"
"Garde S.; Knaup P.; Hovenga E.J.S.; Heard S.","Garde, Sebastian (56059012600); Knaup, P. (6701560333); Hovenga, E.J.S. (6603911601); Heard, S. (57200890856)","56059012600; 6701560333; 6603911601; 57200890856","Towards semantic interoperability for electronic health records: Domain knowledge governance for openEHR archetypes","2007","10.1160/ME5001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249294554&doi=10.1160%2fME5001&partnerID=40&md5=9e934b52c6ddcd2f33135147c610eb7b"
"Sauciuc D.G.; Dehelean S.; Iosif O.; Dehelean C.; Miclea L.; Paun I.","Sauciuc, D.G. (24829674600); Dehelean, S. (24829271000); Iosif, O. (36600585000); Dehelean, C. (36600221100); Miclea, L. (6508329176); Paun, I. (35100748800)","24829674600; 24829271000; 36600585000; 36600221100; 6508329176; 35100748800","Romanian health informatics legislation compatibility with ISO/EN 13606 and openEHR","2010","10.1109/AQTR.2010.5520707","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958587525&doi=10.1109%2fAQTR.2010.5520707&partnerID=40&md5=86e96f53560824d0b4a3d9b56b7a90dd"
"Blobel B.G.M.E.; Engel K.; Pharow P.","Blobel, B.G.M.E. (55551292000); Engel, K. (7102242790); Pharow, P. (6603378723)","55551292000; 7102242790; 6603378723","Semantic interoperability: HL7 version 3 compared to advanced architecture standards","2006","10.1055/s-0038-1634087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747878082&doi=10.1055%2fs-0038-1634087&partnerID=40&md5=0b12c7dc08d6c1f378ce7a4d6995ff35"
"Buck J.; Garde S.; Kohl C.D.; Knaup-Gregori P.","Buck, Jasmin (22936583600); Garde, Sebastian (56059012600); Kohl, Christian D. (23473684200); Knaup-Gregori, Petra (6701560333)","22936583600; 56059012600; 23473684200; 6701560333","Towards a comprehensive electronic patient record to support an innovative individual care concept for premature infants using the openEHR approach","2009","10.1016/j.ijmedinf.2009.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349196847&doi=10.1016%2fj.ijmedinf.2009.03.001&partnerID=40&md5=3acf27bfa6c5b073532f959b481dc586"
"Wollersheim D.; Sari A.; Rahayu W.","Wollersheim, Dennis (16040739700); Sari, Anny (28167889300); Rahayu, Wenny (6603033227)","16040739700; 28167889300; 6603033227","Archetype-based electronic health records: A literature review and evaluation of their applicability to health data interoperability and access","2009","10.1177/183335830903800202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650979661&doi=10.1177%2f183335830903800202&partnerID=40&md5=d226c2a2c9ebedcd5c06185134248302"
"Yu S.; Berry D.; Bisbal J.","Yu, Sheng (55741355800); Berry, Damon (7402256550); Bisbal, Jesús (6603327794)","55741355800; 7402256550; 6603327794","An investigation of semantic links to Archetypes in an external clinical terminology through the construction of terminological ""Shadows""","2010","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955149647&partnerID=40&md5=240c14bd0fc59961a5f7d71121d4efcc"
"Hoerbst A.; Ammenwerth E.","Hoerbst, Alexander (23496864700); Ammenwerth, E. (6701382987)","23496864700; 6701382987","Quality and certification of electronic health records: An overview of current approaches from the US and Europe","2010","10.4338/ACI-2010-02-R-0009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952555358&doi=10.4338%2fACI-2010-02-R-0009&partnerID=40&md5=e424d00f1c768a4f07f70a55a22ae181"
"Garde S.; Hullin C.M.; Chen R.; Schuler T.; Gränz J.; Knaup P.; Hovenga E.J.S.","Garde, Sebastian (56059012600); Hullin, Carola M. (57963489400); Chen, Rong (56937364500); Schuler, Thilo (22954988600); Gränz, Jana (22953701800); Knaup, Petra (6701560333); Hovenga, Evelyn J.S. (6603911601)","56059012600; 57963489400; 56937364500; 22954988600; 22953701800; 6701560333; 6603911601","Towards sustainability of health information systems: How can we define, measure and achieve it?","2007","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35748979161&partnerID=40&md5=9181573d6320f2e7b632907ac69e3818"
"Kalra D.; Beale T.; Heard S.","Kalra, Dipak (56107739200); Beale, Thomas (23988550900); Heard, Sam (57200890856)","56107739200; 23988550900; 57200890856","The openEHR foundation","2005","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887134132&partnerID=40&md5=1f60e4a4438cf639f8dba5c6a956e47e"
"Madsen M.; Leslie H.; Hovenga E.J.S.; Heard S.","Madsen, Maria (36084770400); Leslie, Heather (36818513600); Hovenga, Evelyn J. S. (6603911601); Heard, Sam (57200890856)","36084770400; 36818513600; 6603911601; 57200890856","Sustainable clinical knowledge management: An archetype development life cycle","2010","10.3233/978-1-60750-476-4-115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952818763&doi=10.3233%2f978-1-60750-476-4-115&partnerID=40&md5=17a53ef9d44f3992abff92101902ca6c"
"Bernstein K.; Tvede I.; Petersen J.; Bredegaard K.","Bernstein, Knut (56264315000); Tvede, Ida (35225566700); Petersen, Jan (56245788400); Bredegaard, Kirsten (6506586672)","56264315000; 35225566700; 56245788400; 6506586672","Can openEHR archetypes be used in a national context? The Danish archetype proof-of-concept project","2009","10.3233/978-1-60750-044-5-147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72249085654&doi=10.3233%2f978-1-60750-044-5-147&partnerID=40&md5=0d45ca0a2e689e01840e36e8dfc6f35f"
"Leslie H.","Leslie, Heather (36818513600)","36818513600","International developments in openEHR archetypes and templates","2008","10.1177/183335830803700104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39549095328&doi=10.1177%2f183335830803700104&partnerID=40&md5=843ea583c6c19fb2d793ed1a72586d7e"
"Hwang K.H.; Chung K.-I.; Chung M.-A.; Choi D.","Hwang, Kyung Hoon (57202083310); Chung, Kyo-IL (57194262248); Chung, Myung-Ae (7402437114); Choi, Duckjoo (7401643737)","57202083310; 57194262248; 7402437114; 7401643737","Review of semantically interoperable electronic health records for ubiquitous healthcare","2010","10.4258/hir.2010.16.1.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878658192&doi=10.4258%2fhir.2010.16.1.1&partnerID=40&md5=3d746ce320f491ac8dcc342ac60c194f"
"Garde S.; Knaup P.; Schuler T.; Hovenga E.","Garde, Sebastian (56059012600); Knaup, Petra (6701560333); Schuler, Thilo (22954988600); Hovenga, Evelyn (6603911601)","56059012600; 6701560333; 22954988600; 6603911601","Can openehr archetypes empower multi-centre clinical research?","2005","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649510646&partnerID=40&md5=f71a30d0fe3b468612794202ba2a1ee4"
"Sain M.; Lee H.; Chung W.-Y.","Sain, Mangal (26668076100); Lee, HoonJae (14524982600); Chung, Wan-Young (7401982175)","26668076100; 14524982600; 7401982175","Personal healthcare information system","2009","10.1109/NCM.2009.347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73349126557&doi=10.1109%2fNCM.2009.347&partnerID=40&md5=a27d975901e1c4d777b13b587c411495"
"Ma C.; Frankel H.; Beale T.; Heard S.","Ma, Chunlan (23473637500); Frankel, Heath (23472455900); Beale, Thomas (23988550900); Heard, Sam (57200890856)","23473637500; 23472455900; 23988550900; 57200890856","EHR query language (EQL)-A query language for archetype-based health records","2007","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38449083187&partnerID=40&md5=d448b1a05d25e5b1aa49d0bcb0dd9756"
"Goossen W.; Goossen-Baremans A.; Van Der Zel M.","Goossen, William (7003507151); Goossen-Baremans, Anneke (22953657100); Van Der Zel, Michael (55759382800)","7003507151; 22953657100; 55759382800","Detailed clinical models: A review","2010","10.4258/hir.2010.16.4.201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80455153087&doi=10.4258%2fhir.2010.16.4.201&partnerID=40&md5=f4fb84030180ec9f4ba0bd6b8f2f8351"
